Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,(case) ApplicationType,(case) LoanGoal,(case) RequestedAmount,Accepted,Action,CreditScore,EventID,EventOrigin,FirstWithdrawalAmount,MonthlyCost,NumberOfTerms,OfferID,OfferedAmount,Selected,lifecycle:transition
Application_2068443797,O_Create Offer,User_5,2016/01/04 20:15:43.196,2016/01/04 20:15:43.196,New credit,Car,13500,true,Created,0,Offer_288441629,Offer,13000,274.91,54,,13000,false,complete
Application_2068443797,O_Created,User_5,2016/01/04 20:15:44.522,2016/01/04 20:15:44.522,New credit,Car,13500,,statechange,,OfferState_1714565037,Offer,,,,Offer_288441629,,,complete
Application_2049529862,O_Create Offer,User_19,2016/01/04 20:15:56.122,2016/01/04 20:15:56.122,New credit,Home improvement,10000,true,Created,895,Offer_82088369,Offer,0,200,57,,10000,true,complete
Application_1650844500,A_Concept,User_1,2016/01/04 20:15:56.910,2016/01/04 20:15:56.910,New credit,Remaining debt home,27000,,statechange,,ApplState_411540777,Application,,,,,,,complete
Application_2049529862,O_Created,User_19,2016/01/04 20:15:57.590,2016/01/04 20:15:57.590,New credit,Home improvement,10000,,statechange,,OfferState_1365153586,Offer,,,,Offer_82088369,,,complete
Application_1854801140,A_Create Application,User_1,2016/01/04 20:16:28.078,2016/01/04 20:16:28.078,New credit,Car,8750,,Created,,Application_1854801140,Application,,,,,,,complete
Application_1854801140,A_Submitted,User_1,2016/01/04 20:16:28.111,2016/01/04 20:16:28.111,New credit,Car,8750,,statechange,,ApplState_1494106822,Application,,,,,,,complete
Application_2068443797,O_Sent (mail and online),User_5,2016/01/04 20:17:01.741,2016/01/04 20:17:01.741,New credit,Car,13500,,statechange,,OfferState_1021309997,Offer,,,,Offer_288441629,,,complete
Application_2068443797,W_Call after offers,User_5,2016/01/04 20:17:01.766,2016/01/04 20:17:01.766,New credit,Car,13500,,Obtained,,Workitem_1464079702,Workflow,,,,,,,start
Application_2068443797,A_Complete,User_5,2016/01/04 20:17:01.768,2016/01/04 20:17:01.768,New credit,Car,13500,,statechange,,ApplState_2054601990,Application,,,,,,,complete
Application_2049529862,O_Sent (mail and online),User_19,2016/01/04 20:18:45.516,2016/01/04 20:18:45.516,New credit,Home improvement,10000,,statechange,,OfferState_766633443,Offer,,,,Offer_82088369,,,complete
Application_2049529862,W_Call after offers,User_19,2016/01/04 20:18:45.540,2016/01/04 20:18:45.540,New credit,Home improvement,10000,,Obtained,,Workitem_2106017906,Workflow,,,,,,,start
Application_2049529862,A_Complete,User_19,2016/01/04 20:18:45.542,2016/01/04 20:18:45.542,New credit,Home improvement,10000,,statechange,,ApplState_1335549112,Application,,,,,,,complete
Application_2078020265,A_Create Application,User_1,2016/01/04 20:19:26.630,2016/01/04 20:19:26.630,New credit,Car,10000,,Created,,Application_2078020265,Application,,,,,,,complete
Application_2078020265,A_Submitted,User_1,2016/01/04 20:19:26.694,2016/01/04 20:19:26.694,New credit,Car,10000,,statechange,,ApplState_1424208404,Application,,,,,,,complete
Application_2078020265,A_Concept,User_1,2016/01/04 20:20:50.744,2016/01/04 20:20:50.744,New credit,Car,10000,,statechange,,ApplState_2123601634,Application,,,,,,,complete
Application_567907480,A_Create Application,User_22,2016/01/04 20:21:49.681,2016/01/04 20:21:49.681,New credit,Home improvement,25000,,Created,,Application_567907480,Application,,,,,,,complete
Application_567907480,W_Complete application,User_22,2016/01/04 20:21:49.694,2016/01/04 20:34:26.014,New credit,Home improvement,25000,,Deleted,,Workitem_514740273,Workflow,,,,,,,complete
Application_567907480,A_Concept,User_22,2016/01/04 20:21:49.697,2016/01/04 20:21:49.697,New credit,Home improvement,25000,,statechange,,ApplState_1242844505,Application,,,,,,,complete
Application_774787486,A_Accepted,User_10,2016/01/04 20:26:25.876,2016/01/04 20:26:25.876,New credit,Home improvement,10000,,statechange,,ApplState_1846680810,Application,,,,,,,complete
Application_1141114991,O_Sent (mail and online),User_43,2016/01/04 20:28:32.566,2016/01/04 20:28:32.566,New credit,"Other, see explanation",15000,,statechange,,OfferState_282271747,Offer,,,,Offer_1656650409,,,complete
Application_1141114991,W_Call after offers,User_43,2016/01/04 20:28:32.635,2016/01/04 20:28:32.635,New credit,"Other, see explanation",15000,,Obtained,,Workitem_649836786,Workflow,,,,,,,start
Application_1141114991,A_Complete,User_43,2016/01/04 20:28:32.639,2016/01/04 20:28:32.639,New credit,"Other, see explanation",15000,,statechange,,ApplState_1969360226,Application,,,,,,,complete
Application_567907480,A_Accepted,User_22,2016/01/04 20:29:08.478,2016/01/04 20:29:08.478,New credit,Home improvement,25000,,statechange,,ApplState_1388104653,Application,,,,,,,complete
Application_774787486,O_Create Offer,User_10,2016/01/04 20:29:17.451,2016/01/04 20:29:17.451,New credit,Home improvement,10000,false,Created,0,Offer_141392347,Offer,7000,137.59,60,,7000,true,complete
Application_774787486,O_Created,User_10,2016/01/04 20:29:18.720,2016/01/04 20:29:18.720,New credit,Home improvement,10000,,statechange,,OfferState_1210873990,Offer,,,,Offer_141392347,,,complete
Application_774787486,O_Sent (mail and online),User_10,2016/01/04 20:30:36.498,2016/01/04 20:30:36.498,New credit,Home improvement,10000,,statechange,,OfferState_185793443,Offer,,,,Offer_141392347,,,complete
Application_774787486,W_Call after offers,User_10,2016/01/04 20:30:36.539,2016/01/04 20:30:36.539,New credit,Home improvement,10000,,Obtained,,Workitem_243539520,Workflow,,,,,,,start
Application_774787486,A_Complete,User_10,2016/01/04 20:30:36.543,2016/01/04 20:30:36.543,New credit,Home improvement,10000,,statechange,,ApplState_1843171055,Application,,,,,,,complete
Application_567907480,O_Create Offer,User_22,2016/01/04 20:34:02.048,2016/01/04 20:34:02.048,New credit,Home improvement,25000,true,Created,926,Offer_786363811,Offer,11808,261.48,120,,25000,true,complete
Application_567907480,O_Created,User_22,2016/01/04 20:34:03.443,2016/01/04 20:34:03.443,New credit,Home improvement,25000,,statechange,,OfferState_6008978,Offer,,,,Offer_786363811,,,complete
Application_567907480,O_Sent (mail and online),User_22,2016/01/04 20:34:25.999,2016/01/04 20:34:25.999,New credit,Home improvement,25000,,statechange,,OfferState_564999285,Offer,,,,Offer_786363811,,,complete
Application_567907480,W_Call after offers,User_22,2016/01/04 20:34:26.022,2016/01/04 20:34:26.022,New credit,Home improvement,25000,,Obtained,,Workitem_67052954,Workflow,,,,,,,start
Application_567907480,A_Complete,User_22,2016/01/04 20:34:26.024,2016/01/04 20:34:26.024,New credit,Home improvement,25000,,statechange,,ApplState_1435507871,Application,,,,,,,complete
Application_1898882436,A_Accepted,User_10,2016/01/04 20:37:24.410,2016/01/04 20:37:24.410,New credit,Car,5000,,statechange,,ApplState_1647947243,Application,,,,,,,complete
Application_748088065,A_Create Application,User_1,2016/01/04 20:40:34.453,2016/01/04 20:40:34.453,New credit,Home improvement,15000,,Created,,Application_748088065,Application,,,,,,,complete
Application_748088065,A_Submitted,User_1,2016/01/04 20:40:34.498,2016/01/04 20:40:34.498,New credit,Home improvement,15000,,statechange,,ApplState_2063105114,Application,,,,,,,complete
Application_1898882436,O_Create Offer,User_10,2016/01/04 20:40:54.267,2016/01/04 20:40:54.267,New credit,Car,5000,true,Created,1011,Offer_1144381558,Offer,5500,124.2,51,,5500,true,complete
Application_1898882436,O_Created,User_10,2016/01/04 20:40:55.665,2016/01/04 20:40:55.665,New credit,Car,5000,,statechange,,OfferState_383655893,Offer,,,,Offer_1144381558,,,complete
Application_748088065,A_Concept,User_1,2016/01/04 20:41:54.108,2016/01/04 20:41:54.108,New credit,Home improvement,15000,,statechange,,ApplState_1146589973,Application,,,,,,,complete
Application_1898882436,O_Sent (mail and online),User_10,2016/01/04 20:42:27.390,2016/01/04 20:42:27.390,New credit,Car,5000,,statechange,,OfferState_941610079,Offer,,,,Offer_1144381558,,,complete
Application_1898882436,W_Call after offers,User_10,2016/01/04 20:42:27.417,2016/01/04 20:42:27.417,New credit,Car,5000,,Obtained,,Workitem_214775881,Workflow,,,,,,,start
Application_1898882436,A_Complete,User_10,2016/01/04 20:42:27.420,2016/01/04 20:42:27.420,New credit,Car,5000,,statechange,,ApplState_350559488,Application,,,,,,,complete
Application_58755651,W_Complete application,User_19,2016/01/04 20:45:48.293,2016/01/04 21:07:00.403,New credit,Home improvement,50000,,Deleted,,Workitem_481686631,Workflow,,,,,,,complete
Application_1854801140,W_Handle leads,User_31,2016/01/04 20:56:33.024,2016/01/04 20:58:51.920,New credit,Car,8750,,Deleted,,Workitem_1026899011,Workflow,,,,,,,complete
Application_58755651,A_Accepted,User_19,2016/01/04 20:56:44.130,2016/01/04 20:56:44.130,New credit,Home improvement,50000,,statechange,,ApplState_761905347,Application,,,,,,,complete
Application_1854801140,W_Complete application,User_31,2016/01/04 20:58:51.928,2016/01/04 20:58:51.928,New credit,Car,8750,,Obtained,,Workitem_1558048955,Workflow,,,,,,,start
Application_1854801140,A_Concept,User_31,2016/01/04 20:58:51.931,2016/01/04 20:58:51.931,New credit,Car,8750,,statechange,,ApplState_889148758,Application,,,,,,,complete
Application_58755651,O_Create Offer,User_19,2016/01/04 20:59:34.226,2016/01/04 20:59:34.226,New credit,Home improvement,50000,false,Created,0,Offer_1574564290,Offer,0,500,126,,50000,true,complete
Application_58755651,O_Created,User_19,2016/01/04 20:59:35.576,2016/01/04 20:59:35.576,New credit,Home improvement,50000,,statechange,,OfferState_1148419587,Offer,,,,Offer_1574564290,,,complete
Application_572814439,A_Create Application,User_1,2016/01/04 21:01:26.109,2016/01/04 21:01:26.109,New credit,Home improvement,25000,,Created,,Application_572814439,Application,,,,,,,complete
Application_572814439,A_Submitted,User_1,2016/01/04 21:01:26.149,2016/01/04 21:01:26.149,New credit,Home improvement,25000,,statechange,,ApplState_57303152,Application,,,,,,,complete
Application_256650628,A_Create Application,User_1,2016/01/04 21:01:27.588,2016/01/04 21:01:27.588,New credit,Home improvement,10000,,Created,,Application_256650628,Application,,,,,,,complete
Application_256650628,A_Submitted,User_1,2016/01/04 21:01:27.643,2016/01/04 21:01:27.643,New credit,Home improvement,10000,,statechange,,ApplState_762923294,Application,,,,,,,complete
Application_572814439,A_Concept,User_1,2016/01/04 21:02:42.944,2016/01/04 21:02:42.944,New credit,Home improvement,25000,,statechange,,ApplState_305316869,Application,,,,,,,complete
Application_256650628,A_Concept,User_1,2016/01/04 21:03:20.997,2016/01/04 21:03:20.997,New credit,Home improvement,10000,,statechange,,ApplState_156427894,Application,,,,,,,complete
Application_1151254747,A_Create Application,User_1,2016/01/04 21:05:20.179,2016/01/04 21:05:20.179,New credit,"Other, see explanation",5000,,Created,,Application_1151254747,Application,,,,,,,complete
Application_1151254747,A_Submitted,User_1,2016/01/04 21:05:20.222,2016/01/04 21:05:20.222,New credit,"Other, see explanation",5000,,statechange,,ApplState_1373827545,Application,,,,,,,complete
Application_58755651,O_Sent (mail and online),User_19,2016/01/04 21:07:00.380,2016/01/04 21:07:00.380,New credit,Home improvement,50000,,statechange,,OfferState_1549438781,Offer,,,,Offer_1574564290,,,complete
Application_58755651,W_Call after offers,User_19,2016/01/04 21:07:00.419,2016/01/04 21:07:00.419,New credit,Home improvement,50000,,Obtained,,Workitem_516562122,Workflow,,,,,,,start
Application_58755651,A_Complete,User_19,2016/01/04 21:07:00.421,2016/01/04 21:07:00.421,New credit,Home improvement,50000,,statechange,,ApplState_1023693437,Application,,,,,,,complete
Application_972938507,A_Create Application,User_1,2016/01/04 21:08:31.768,2016/01/04 21:08:31.768,New credit,Remaining debt home,35786,,Created,,Application_972938507,Application,,,,,,,complete
Application_972938507,A_Submitted,User_1,2016/01/04 21:08:31.846,2016/01/04 21:08:31.846,New credit,Remaining debt home,35786,,statechange,,ApplState_271427895,Application,,,,,,,complete
Application_360475310,A_Create Application,User_1,2016/01/04 21:09:03.737,2016/01/04 21:09:03.737,New credit,Not speficied,8000,,Created,,Application_360475310,Application,,,,,,,complete
Application_360475310,A_Submitted,User_1,2016/01/04 21:09:03.775,2016/01/04 21:09:03.775,New credit,Not speficied,8000,,statechange,,ApplState_494317315,Application,,,,,,,complete
Application_972938507,A_Concept,User_1,2016/01/04 21:10:02.377,2016/01/04 21:10:02.377,New credit,Remaining debt home,35786,,statechange,,ApplState_1695016501,Application,,,,,,,complete
Application_360475310,A_Concept,User_1,2016/01/04 21:10:40.549,2016/01/04 21:10:40.549,New credit,Not speficied,8000,,statechange,,ApplState_1985747646,Application,,,,,,,complete
Application_19324985,A_Create Application,User_1,2016/01/04 21:36:17.556,2016/01/04 21:36:17.556,New credit,Car,8000,,Created,,Application_19324985,Application,,,,,,,complete
Application_19324985,A_Submitted,User_1,2016/01/04 21:36:17.589,2016/01/04 21:36:17.589,New credit,Car,8000,,statechange,,ApplState_189893086,Application,,,,,,,complete
Application_1643165806,A_Create Application,User_1,2016/01/04 21:55:03.972,2016/01/04 21:55:03.972,New credit,Existing loan takeover,15000,,Created,,Application_1643165806,Application,,,,,,,complete
Application_1643165806,A_Submitted,User_1,2016/01/04 21:55:04.011,2016/01/04 21:55:04.011,New credit,Existing loan takeover,15000,,statechange,,ApplState_1144394513,Application,,,,,,,complete
Application_418070482,A_Create Application,User_1,2016/01/04 21:56:01.716,2016/01/04 21:56:01.716,New credit,Home improvement,11000,,Created,,Application_418070482,Application,,,,,,,complete
Application_418070482,A_Submitted,User_1,2016/01/04 21:56:01.749,2016/01/04 21:56:01.749,New credit,Home improvement,11000,,statechange,,ApplState_963375499,Application,,,,,,,complete
Application_1643165806,A_Concept,User_1,2016/01/04 21:56:27.987,2016/01/04 21:56:27.987,New credit,Existing loan takeover,15000,,statechange,,ApplState_122260308,Application,,,,,,,complete
Application_418070482,A_Concept,User_1,2016/01/04 21:57:25.742,2016/01/04 21:57:25.742,New credit,Home improvement,11000,,statechange,,ApplState_799629342,Application,,,,,,,complete
Application_1248349972,A_Create Application,User_1,2016/01/04 22:00:27.548,2016/01/04 22:00:27.548,New credit,"Other, see explanation",5000,,Created,,Application_1248349972,Application,,,,,,,complete
Application_1248349972,A_Submitted,User_1,2016/01/04 22:00:27.585,2016/01/04 22:00:27.585,New credit,"Other, see explanation",5000,,statechange,,ApplState_83834349,Application,,,,,,,complete
Application_923963777,A_Create Application,User_1,2016/01/04 22:01:26.010,2016/01/04 22:01:26.010,New credit,Home improvement,5000,,Created,,Application_923963777,Application,,,,,,,complete
Application_923963777,A_Submitted,User_1,2016/01/04 22:01:26.089,2016/01/04 22:01:26.089,New credit,Home improvement,5000,,statechange,,ApplState_951283543,Application,,,,,,,complete
Application_923963777,A_Concept,User_1,2016/01/04 22:02:28.462,2016/01/04 22:02:28.462,New credit,Home improvement,5000,,statechange,,ApplState_1451201449,Application,,,,,,,complete
Application_1746133767,A_Create Application,User_1,2016/01/04 22:22:59.108,2016/01/04 22:22:59.108,New credit,Home improvement,20000,,Created,,Application_1746133767,Application,,,,,,,complete
Application_1746133767,A_Submitted,User_1,2016/01/04 22:22:59.140,2016/01/04 22:22:59.140,New credit,Home improvement,20000,,statechange,,ApplState_698698804,Application,,,,,,,complete
Application_1746133767,A_Concept,User_1,2016/01/04 22:24:32.515,2016/01/04 22:24:32.515,New credit,Home improvement,20000,,statechange,,ApplState_975365533,Application,,,,,,,complete
Application_920497952,A_Create Application,User_1,2016/01/04 22:37:11.994,2016/01/04 22:37:11.994,New credit,Home improvement,50000,,Created,,Application_920497952,Application,,,,,,,complete
Application_920497952,A_Submitted,User_1,2016/01/04 22:37:12.041,2016/01/04 22:37:12.041,New credit,Home improvement,50000,,statechange,,ApplState_221908956,Application,,,,,,,complete
Application_920497952,A_Concept,User_1,2016/01/04 22:38:25.783,2016/01/04 22:38:25.783,New credit,Home improvement,50000,,statechange,,ApplState_1224156225,Application,,,,,,,complete
Application_886515262,A_Create Application,User_1,2016/01/04 22:48:17.075,2016/01/04 22:48:17.075,New credit,"Other, see explanation",30000,,Created,,Application_886515262,Application,,,,,,,complete
Application_886515262,A_Submitted,User_1,2016/01/04 22:48:17.124,2016/01/04 22:48:17.124,New credit,"Other, see explanation",30000,,statechange,,ApplState_1675609255,Application,,,,,,,complete
Application_886515262,A_Concept,User_1,2016/01/04 22:49:05.171,2016/01/04 22:49:05.171,New credit,"Other, see explanation",30000,,statechange,,ApplState_441262928,Application,,,,,,,complete
Application_416441220,A_Create Application,User_1,2016/01/04 22:52:52.272,2016/01/04 22:52:52.272,New credit,Not speficied,7500,,Created,,Application_416441220,Application,,,,,,,complete
Application_416441220,A_Submitted,User_1,2016/01/04 22:52:52.312,2016/01/04 22:52:52.312,New credit,Not speficied,7500,,statechange,,ApplState_1155273809,Application,,,,,,,complete
Application_416441220,A_Concept,User_1,2016/01/04 22:54:14.850,2016/01/04 22:54:14.850,New credit,Not speficied,7500,,statechange,,ApplState_1800132146,Application,,,,,,,complete
Application_1975617123,A_Create Application,User_1,2016/01/04 23:20:23.818,2016/01/04 23:20:23.818,New credit,Car,17500,,Created,,Application_1975617123,Application,,,,,,,complete
Application_1975617123,A_Submitted,User_1,2016/01/04 23:20:23.924,2016/01/04 23:20:23.924,New credit,Car,17500,,statechange,,ApplState_1507607554,Application,,,,,,,complete
Application_1975617123,A_Concept,User_1,2016/01/04 23:21:18.371,2016/01/04 23:21:18.371,New credit,Car,17500,,statechange,,ApplState_1294622678,Application,,,,,,,complete
Application_726777197,A_Create Application,User_1,2016/01/04 23:28:04.229,2016/01/04 23:28:04.229,New credit,Car,5000,,Created,,Application_726777197,Application,,,,,,,complete
Application_726777197,A_Submitted,User_1,2016/01/04 23:28:04.261,2016/01/04 23:28:04.261,New credit,Car,5000,,statechange,,ApplState_1361086630,Application,,,,,,,complete
Application_275597794,A_Create Application,User_1,2016/01/05 01:13:37.421,2016/01/05 01:13:37.421,New credit,Home improvement,5000,,Created,,Application_275597794,Application,,,,,,,complete
Application_275597794,A_Submitted,User_1,2016/01/05 01:13:37.487,2016/01/05 01:13:37.487,New credit,Home improvement,5000,,statechange,,ApplState_1389750614,Application,,,,,,,complete
Application_275597794,A_Concept,User_1,2016/01/05 01:14:13.635,2016/01/05 01:14:13.635,New credit,Home improvement,5000,,statechange,,ApplState_1590925806,Application,,,,,,,complete
Application_153538723,A_Create Application,User_1,2016/01/05 07:32:06.271,2016/01/05 07:32:06.271,New credit,Existing loan takeover,5000,,Created,,Application_153538723,Application,,,,,,,complete
Application_153538723,A_Submitted,User_1,2016/01/05 07:32:06.461,2016/01/05 07:32:06.461,New credit,Existing loan takeover,5000,,statechange,,ApplState_1200000,Application,,,,,,,complete
Application_153538723,A_Concept,User_1,2016/01/05 07:33:36.386,2016/01/05 07:33:36.386,New credit,Existing loan takeover,5000,,statechange,,ApplState_1698203099,Application,,,,,,,complete
Application_1151254747,W_Handle leads,User_5,2016/01/05 07:47:00.558,2016/01/05 07:48:02.660,New credit,"Other, see explanation",5000,,Deleted,,Workitem_2067153333,Workflow,,,,,,,complete
Application_1151254747,W_Complete application,User_15,2016/01/05 07:48:02.700,2016/01/06 09:17:46.882,New credit,"Other, see explanation",5000,,Deleted,,Workitem_135017631,Workflow,,,,,,,complete
Application_1151254747,A_Concept,User_5,2016/01/05 07:48:02.733,2016/01/05 07:48:02.733,New credit,"Other, see explanation",5000,,statechange,,ApplState_1288605663,Application,,,,,,,complete
Application_1301009504,W_Complete application,User_5,2016/01/05 07:49:32.093,2016/01/05 07:49:32.093,New credit,Home improvement,35000,,Obtained,,Workitem_677747119,Workflow,,,,,,,start
Application_1301009504,A_Concept,User_5,2016/01/05 07:49:32.097,2016/01/05 07:49:32.097,New credit,Home improvement,35000,,statechange,,ApplState_1638373588,Application,,,,,,,complete
Application_19324985,W_Handle leads,User_5,2016/01/05 07:51:12.001,2016/01/05 07:52:11.133,New credit,Car,8000,,Deleted,,Workitem_1100750115,Workflow,,,,,,,complete
Application_19324985,W_Complete application,User_5,2016/01/05 07:52:11.142,2016/01/05 07:52:11.142,New credit,Car,8000,,Obtained,,Workitem_1461602892,Workflow,,,,,,,start
Application_19324985,A_Concept,User_5,2016/01/05 07:52:11.145,2016/01/05 07:52:11.145,New credit,Car,8000,,statechange,,ApplState_939313834,Application,,,,,,,complete
Application_1248349972,W_Handle leads,User_5,2016/01/05 07:52:18.694,2016/01/05 07:53:00.974,New credit,"Other, see explanation",5000,,Deleted,,Workitem_308605069,Workflow,,,,,,,complete
Application_1248349972,W_Complete application,User_5,2016/01/05 07:53:00.985,2016/01/05 07:53:00.985,New credit,"Other, see explanation",5000,,Obtained,,Workitem_2034545818,Workflow,,,,,,,start
Application_1248349972,A_Concept,User_5,2016/01/05 07:53:00.988,2016/01/05 07:53:00.988,New credit,"Other, see explanation",5000,,statechange,,ApplState_8557586,Application,,,,,,,complete
Application_726777197,W_Handle leads,User_5,2016/01/05 07:55:55.191,2016/01/05 07:58:21.555,New credit,Car,5000,,Deleted,,Workitem_569069564,Workflow,,,,,,,complete
Application_726777197,W_Complete application,User_15,2016/01/05 07:58:21.564,2016/01/06 09:27:12.977,New credit,Car,5000,,Deleted,,Workitem_236697257,Workflow,,,,,,,complete
Application_726777197,A_Concept,User_5,2016/01/05 07:58:21.567,2016/01/05 07:58:21.567,New credit,Car,5000,,statechange,,ApplState_1424889233,Application,,,,,,,complete
Application_368205428,A_Create Application,User_1,2016/01/05 08:34:12.053,2016/01/05 08:34:12.053,New credit,Caravan / Camper,18000,,Created,,Application_368205428,Application,,,,,,,complete
Application_368205428,A_Submitted,User_1,2016/01/05 08:34:12.157,2016/01/05 08:34:12.157,New credit,Caravan / Camper,18000,,statechange,,ApplState_673040290,Application,,,,,,,complete
Application_368205428,A_Concept,User_1,2016/01/05 08:35:37.204,2016/01/05 08:35:37.204,New credit,Caravan / Camper,18000,,statechange,,ApplState_1704717380,Application,,,,,,,complete
Application_923808413,A_Create Application,User_92,2016/01/05 09:04:49.732,2016/01/05 09:04:49.732,New credit,Car,20000,,Created,,Application_923808413,Application,,,,,,,complete
Application_923808413,W_Complete application,User_92,2016/01/05 09:04:49.744,2016/01/05 09:11:14.118,New credit,Car,20000,,Deleted,,Workitem_1840989731,Workflow,,,,,,,complete
Application_923808413,A_Concept,User_92,2016/01/05 09:04:49.746,2016/01/05 09:04:49.746,New credit,Car,20000,,statechange,,ApplState_376848449,Application,,,,,,,complete
Application_220402598,A_Accepted,User_85,2016/01/05 09:06:59.306,2016/01/05 09:06:59.306,Limit raise,Car,18000,,statechange,,ApplState_1744505474,Application,,,,,,,complete
Application_923808413,A_Accepted,User_92,2016/01/05 09:08:56.189,2016/01/05 09:08:56.189,New credit,Car,20000,,statechange,,ApplState_1575169557,Application,,,,,,,complete
Application_923808413,O_Create Offer,User_92,2016/01/05 09:09:22.046,2016/01/05 09:09:22.046,New credit,Car,20000,true,Created,1004,Offer_2074117120,Offer,20000,377.28,60,,20000,true,complete
Application_923808413,O_Created,User_92,2016/01/05 09:09:23.603,2016/01/05 09:09:23.603,New credit,Car,20000,,statechange,,OfferState_1052274595,Offer,,,,Offer_2074117120,,,complete
Application_923808413,O_Sent (mail and online),User_92,2016/01/05 09:11:14.101,2016/01/05 09:11:14.101,New credit,Car,20000,,statechange,,OfferState_862319574,Offer,,,,Offer_2074117120,,,complete
Application_923808413,W_Call after offers,User_92,2016/01/05 09:11:14.141,2016/01/05 09:11:14.141,New credit,Car,20000,,Obtained,,Workitem_1805044915,Workflow,,,,,,,start
Application_923808413,A_Complete,User_92,2016/01/05 09:11:14.154,2016/01/05 09:11:14.154,New credit,Car,20000,,statechange,,ApplState_1351895866,Application,,,,,,,complete
Application_1933550065,A_Create Application,User_1,2016/01/05 09:23:53.784,2016/01/05 09:23:53.784,New credit,Remaining debt home,13500,,Created,,Application_1933550065,Application,,,,,,,complete
Application_1933550065,A_Submitted,User_1,2016/01/05 09:23:53.842,2016/01/05 09:23:53.842,New credit,Remaining debt home,13500,,statechange,,ApplState_506660873,Application,,,,,,,complete
Application_1044610848,O_Create Offer,User_24,2016/01/05 09:25:03.930,2016/01/05 09:25:03.930,Limit raise,"Other, see explanation",50000,true,Created,0,Offer_1892957803,Offer,0,1000,56,,50000,true,complete
Application_1044610848,O_Created,User_24,2016/01/05 09:25:05.592,2016/01/05 09:25:05.592,Limit raise,"Other, see explanation",50000,,statechange,,OfferState_622510076,Offer,,,,Offer_1892957803,,,complete
Application_1933550065,A_Concept,User_1,2016/01/05 09:25:06.133,2016/01/05 09:25:06.133,New credit,Remaining debt home,13500,,statechange,,ApplState_1812772112,Application,,,,,,,complete
Application_1044610848,O_Sent (mail and online),User_24,2016/01/05 09:25:25.148,2016/01/05 09:25:25.148,Limit raise,"Other, see explanation",50000,,statechange,,OfferState_432947247,Offer,,,,Offer_1892957803,,,complete
Application_1044610848,W_Call after offers,User_24,2016/01/05 09:25:25.204,2016/01/05 09:25:25.204,Limit raise,"Other, see explanation",50000,,Obtained,,Workitem_1677697488,Workflow,,,,,,,start
Application_1044610848,A_Complete,User_24,2016/01/05 09:25:25.206,2016/01/05 09:25:25.206,Limit raise,"Other, see explanation",50000,,statechange,,ApplState_1961330377,Application,,,,,,,complete
Application_1946236735,A_Accepted,User_4,2016/01/05 09:31:10.116,2016/01/05 09:31:10.116,New credit,Car,16000,,statechange,,ApplState_1032151319,Application,,,,,,,complete
Application_1787371920,A_Accepted,User_24,2016/01/05 09:42:33.178,2016/01/05 09:42:33.178,Limit raise,"Other, see explanation",23500,,statechange,,ApplState_1348812472,Application,,,,,,,complete
Application_1787371920,O_Create Offer,User_24,2016/01/05 09:43:29.804,2016/01/05 09:43:29.804,Limit raise,"Other, see explanation",23500,false,Created,0,Offer_1290421381,Offer,3500,500,52,,23500,true,complete
Application_1787371920,O_Created,User_24,2016/01/05 09:43:31.045,2016/01/05 09:43:31.045,Limit raise,"Other, see explanation",23500,,statechange,,OfferState_1265362412,Offer,,,,Offer_1290421381,,,complete
Application_1787371920,O_Sent (mail and online),User_24,2016/01/05 09:44:31.931,2016/01/05 09:44:31.931,Limit raise,"Other, see explanation",23500,,statechange,,OfferState_507798329,Offer,,,,Offer_1290421381,,,complete
Application_1787371920,W_Call after offers,User_24,2016/01/05 09:44:31.990,2016/01/05 09:44:31.990,Limit raise,"Other, see explanation",23500,,Obtained,,Workitem_570493565,Workflow,,,,,,,start
Application_1787371920,A_Complete,User_24,2016/01/05 09:44:31.996,2016/01/05 09:44:31.996,Limit raise,"Other, see explanation",23500,,statechange,,ApplState_2100324633,Application,,,,,,,complete
Application_1101997724,A_Accepted,User_16,2016/01/05 09:45:58.198,2016/01/05 09:45:58.198,New credit,Not speficied,10000,,statechange,,ApplState_1231613643,Application,,,,,,,complete
Application_854409161,A_Create Application,User_85,2016/01/05 09:48:04.667,2016/01/05 09:48:04.667,New credit,Existing loan takeover,5000,,Created,,Application_854409161,Application,,,,,,,complete
Application_854409161,W_Complete application,User_85,2016/01/05 09:48:04.732,2016/01/05 09:55:24.155,New credit,Existing loan takeover,5000,,Deleted,,Workitem_897147400,Workflow,,,,,,,complete
Application_854409161,A_Concept,User_85,2016/01/05 09:48:04.737,2016/01/05 09:48:04.737,New credit,Existing loan takeover,5000,,statechange,,ApplState_2061587007,Application,,,,,,,complete
Application_1101997724,O_Create Offer,User_16,2016/01/05 09:49:35.168,2016/01/05 09:49:35.168,New credit,Not speficied,10000,false,Created,0,Offer_1513905864,Offer,8000,200,45,,8000,true,complete
Application_1101997724,O_Created,User_16,2016/01/05 09:49:36.453,2016/01/05 09:49:36.453,New credit,Not speficied,10000,,statechange,,OfferState_865949626,Offer,,,,Offer_1513905864,,,complete
Application_1101997724,O_Sent (mail and online),User_16,2016/01/05 09:49:49.173,2016/01/05 09:49:49.173,New credit,Not speficied,10000,,statechange,,OfferState_220159054,Offer,,,,Offer_1513905864,,,complete
