Case ID,Activity,Resource,Complete Timestamp,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-559795575,Queued\\Awaiting Assignment,Sue,2011/08/29 14:04:01.000,Queued,Medium,Awaiting Assignment,G73,E_5,se,Org line C,PROD562,USA
1-559795575,Accepted\\In Progress,Charan,2011/08/29 14:12:17.000,Accepted,Medium,In Progress,G73,E_5,se,Org line C,PROD562,INDIA
1-559795575,Queued\\Awaiting Assignment,Charan,2011/08/29 14:30:11.000,Queued,Medium,Awaiting Assignment,G49,V3_2,se,Org line C,PROD562,INDIA
1-559795575,Accepted\\In Progress,Josef,2011/08/29 14:36:52.000,Accepted,Medium,In Progress,G49,V3_2,se,Org line C,PROD562,Sweden
1-559795575,Queued\\Awaiting Assignment,Josef,2011/08/29 14:38:40.000,Queued,Medium,Awaiting Assignment,S31 2nd,,se,Org line G4,PROD562,Sweden
1-559795575,Accepted\\In Progress,Josef,2011/08/29 15:13:58.000,Accepted,Medium,In Progress,S37,V3_2,se,Org line C,PROD562,Sweden
1-559795575,Queued\\Awaiting Assignment,Josef,2011/08/29 15:15:20.000,Queued,Medium,Awaiting Assignment,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-559795575,Accepted\\In Progress,Luiz,2011/08/29 15:50:12.000,Accepted,Medium,In Progress,G356 2nd,A2_3,se,Org line A2,PROD562,Brazil
1-559795575,Accepted\\Wait - User,Luiz,2011/08/29 16:57:34.000,Accepted,Medium,Wait - User,G356 2nd,A2_3,se,Org line A2,PROD562,Brazil
1-529096847,Accepted\\In Progress,Olga,2011/08/31 11:39:40.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Queued\\Awaiting Assignment,Olga,2011/08/31 11:41:40.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-565045794,Accepted\\In Progress,Nina,2011/08/31 13:10:52.000,Accepted,Medium,In Progress,G96,V3_2,se,Org line C,PROD424,POLAND
1-565045794,Accepted\\In Progress,Nina,2011/08/31 13:11:13.000,Accepted,Medium,In Progress,G96,V3_2,se,Org line C,PROD424,POLAND
1-565045794,Accepted\\Wait - Implementation,Nina,2011/08/31 13:14:00.000,Accepted,Medium,Wait - Implementation,G96,V3_2,se,Org line C,PROD424,POLAND
1-565045794,Accepted\\In Progress,Nina,2011/08/31 13:14:02.000,Accepted,Medium,In Progress,G96,V3_2,se,Org line C,PROD424,POLAND
1-565045794,Queued\\Awaiting Assignment,Nina,2011/08/31 13:14:56.000,Queued,Medium,Awaiting Assignment,G265 2nd,E_10,se,Org line C,PROD424,POLAND
1-529096847,Accepted\\In Progress,Luc,2011/08/31 14:39:45.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529096847,Queued\\Awaiting Assignment,Luc,2011/08/31 14:40:02.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-529096847,Accepted\\In Progress,Olga,2011/08/31 14:42:35.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Queued\\Awaiting Assignment,Olga,2011/08/31 14:51:27.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-565045794,Accepted\\In Progress,Edward,2011/08/31 15:33:56.000,Accepted,Medium,In Progress,G265 2nd,E_10,se,Org line C,PROD424,USA
1-565045794,Accepted\\Wait - User,Edward,2011/08/31 15:34:23.000,Accepted,Medium,Wait - User,G265 2nd,E_10,se,Org line C,PROD424,USA
1-565045794,Queued\\Awaiting Assignment,Edward,2011/08/31 16:30:18.000,Queued,Medium,Awaiting Assignment,G230 2nd,E_10,se,Org line B,PROD424,USA
1-529096847,Accepted\\In Progress,Luc,2011/08/31 16:30:39.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529096847,Queued\\Awaiting Assignment,Luc,2011/08/31 16:30:52.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-565045794,Accepted\\In Progress,Rijin,2011/08/31 16:34:14.000,Accepted,Medium,In Progress,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-565045794,Accepted\\Assigned,Rijin,2011/08/31 16:35:19.000,Accepted,Medium,Assigned,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-529096847,Accepted\\In Progress,Olga,2011/08/31 16:35:34.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\Wait - User,Olga,2011/08/31 16:38:36.000,Accepted,Medium,Wait - User,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Accepted\\In Progress,Olga,2011/08/31 16:49:06.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Queued\\Awaiting Assignment,Olga,2011/08/31 16:50:41.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-565045794,Accepted\\In Progress,Ganesh,2011/08/31 17:31:21.000,Accepted,Medium,In Progress,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-565045794,Accepted\\Wait - User,Ganesh,2011/08/31 17:32:07.000,Accepted,Medium,Wait - User,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-529096847,Accepted\\In Progress,Luc,2011/08/31 17:41:51.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-529096847,Queued\\Awaiting Assignment,Luc,2011/08/31 17:43:59.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-529096847,Accepted\\In Progress,Olga,2011/08/31 17:46:46.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-529096847,Queued\\Awaiting Assignment,Olga,2011/08/31 17:49:16.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-559795575,Accepted\\Assigned,Luiz,2011/09/02 21:42:33.000,Accepted,Medium,Assigned,G356 2nd,A2_3,se,Org line A2,PROD562,Brazil
1-550213097,Queued\\Awaiting Assignment,Tamara,2011/09/05 12:28:51.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,Belgium
1-567358917,Accepted\\In Progress,Marcin,2011/09/05 15:35:46.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-567358917,Accepted\\In Progress,Marcin,2011/09/05 15:36:01.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-567358917,Queued\\Awaiting Assignment,Marcin,2011/09/05 15:43:48.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-567358917,Accepted\\In Progress,Luc,2011/09/05 16:05:51.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-567358917,Queued\\Awaiting Assignment,Luc,2011/09/06 12:57:51.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-567358917,Queued\\Awaiting Assignment,Luc,2011/09/06 12:57:52.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-567358917,Accepted\\In Progress,Marcin,2011/09/06 13:25:20.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-567358917,Queued\\Awaiting Assignment,Marcin,2011/09/06 13:27:10.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-559795575,Accepted\\In Progress,Lucas,2011/09/06 15:05:41.000,Accepted,Medium,In Progress,G356 2nd,A2_3,se,Org line A2,PROD562,Brazil
1-565045794,Accepted\\In Progress,Ganesh,2011/09/09 15:44:37.000,Accepted,Medium,In Progress,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-565045794,Queued\\Awaiting Assignment,Ganesh,2011/09/09 15:54:42.000,Queued,Medium,Awaiting Assignment,G97,V3_2,se,Org line C,PROD424,INDIA
1-565045794,Accepted\\In Progress,Josef,2011/09/10 02:28:43.000,Accepted,Medium,In Progress,G97,V3_2,se,Org line C,PROD424,Sweden
1-565045794,Queued\\Awaiting Assignment,Josef,2011/09/10 02:29:32.000,Queued,Medium,Awaiting Assignment,G97,V3_2,se,Org line C,PROD424,Sweden
1-467153946,Accepted\\Assigned,Magnus,2011/09/12 11:22:38.000,Accepted,Medium,Assigned,M25,V3_2,se,Org line C,PROD453,Sweden
1-565045794,Accepted\\In Progress,Dawid,2011/09/12 11:42:34.000,Accepted,Medium,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-565045794,Accepted\\Assigned,Dawid,2011/09/12 11:42:42.000,Accepted,Medium,Assigned,G97,V3_2,se,Org line C,PROD424,POLAND
1-565045794,Accepted\\In Progress,Pawel,2011/09/12 11:49:51.000,Accepted,Medium,In Progress,G97,V3_2,se,Org line C,PROD424,POLAND
1-565045794,Accepted\\Wait - User,Pawel,2011/09/12 11:50:07.000,Accepted,Medium,Wait - User,G97,V3_2,se,Org line C,PROD424,POLAND
1-565045794,Queued\\Awaiting Assignment,Pawel,2011/09/13 10:25:04.000,Queued,Medium,Awaiting Assignment,G230 2nd,E_10,se,Org line B,PROD424,POLAND
1-565045794,Accepted\\In Progress,Abdul,2011/09/13 10:29:26.000,Accepted,Medium,In Progress,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-565045794,Accepted\\Assigned,Abdul,2011/09/13 11:21:35.000,Accepted,Medium,Assigned,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-565045794,Accepted\\In Progress,Ganesh,2011/09/13 17:37:04.000,Accepted,Medium,In Progress,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-565045794,Accepted\\Wait,Ganesh,2011/09/13 17:37:11.000,Accepted,Medium,Wait,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-529096847,Accepted\\In Progress,Earl,2011/09/16 18:00:17.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-567358917,Accepted\\In Progress,Earl,2011/09/16 18:01:29.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-537219938,Queued\\Awaiting Assignment,Adeline,2011/09/20 17:27:24.000,Queued,Medium,Awaiting Assignment,L62 3rd,A2_5,fr,Org line A2,PROD507,France
1-565045794,Accepted\\In Progress,Ganesh,2011/09/21 12:06:55.000,Accepted,Medium,In Progress,G230 2nd,E_10,se,Org line B,PROD424,INDIA
1-565045794,Queued\\Awaiting Assignment,Ganesh,2011/09/21 12:08:24.000,Queued,Medium,Awaiting Assignment,G261 3rd,C_6,se,Org line C,PROD424,INDIA
1-565045794,Accepted\\In Progress,Mica,2011/09/21 13:01:52.000,Accepted,Medium,In Progress,G261 3rd,C_6,se,Org line C,PROD424,Sweden
1-577292898,Accepted\\In Progress,Ilona,2011/09/23 13:31:56.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-577292898,Accepted\\In Progress,Ilona,2011/09/23 13:32:04.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-577292898,Queued\\Awaiting Assignment,Ilona,2011/09/23 13:36:52.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-577292898,Accepted\\In Progress,Luc,2011/09/26 11:29:57.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-557297151,Accepted\\In Progress,Earl,2011/09/26 17:20:30.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-550213097,Accepted\\In Progress,Earl,2011/09/26 17:22:04.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-577292898,Queued\\Awaiting Assignment,Luc,2011/09/27 14:39:18.000,Queued,Medium,Awaiting Assignment,D2,A2_1,nl,Org line C,PROD542,Netherlands
1-577292898,Accepted\\In Progress,Ilona,2011/09/27 14:39:32.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-577292898,Queued\\Awaiting Assignment,Ilona,2011/09/27 14:43:00.000,Queued,Medium,Awaiting Assignment,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-578864726,Accepted\\In Progress,Maria,2011/09/28 21:45:00.000,Accepted,Low,In Progress,G96,V3_2,se,Org line C,PROD34,Brazil
1-578864726,Accepted\\In Progress,Maria,2011/09/28 21:45:12.000,Accepted,Low,In Progress,G96,V3_2,se,Org line C,PROD34,Brazil
1-578864726,Accepted\\In Progress,Maria,2011/09/28 21:52:49.000,Accepted,Low,In Progress,G96,V3_2,se,Org line C,PROD34,Brazil
1-578864726,Queued\\Awaiting Assignment,Maria,2011/09/28 21:53:08.000,Queued,Low,Awaiting Assignment,G25 3rd,A2_2,se,Org line A2,PROD34,Brazil
1-578864726,Accepted\\In Progress,Kari,2011/09/29 10:13:03.000,Accepted,Low,In Progress,G25 3rd,A2_2,se,Org line A2,PROD34,Sweden
1-578864726,Queued\\Awaiting Assignment,Kari,2011/09/29 10:15:32.000,Queued,Low,Awaiting Assignment,G364 2nd,A2_5,se,Org line A2,PROD34,Sweden
1-578864726,Accepted\\In Progress,Mattias,2011/10/03 10:47:24.000,Accepted,Low,In Progress,G364 2nd,A2_5,se,Org line A2,PROD34,Sweden
1-578864726,Completed\\Resolved,Mattias,2011/10/03 10:48:26.000,Completed,Low,Resolved,G364 2nd,A2_5,se,Org line A2,PROD34,Sweden
1-578864726,Queued\\Awaiting Assignment,Luis,2011/10/03 15:55:46.000,Queued,Low,Awaiting Assignment,G364 2nd,A2_5,se,Org line A2,PROD34,Brazil
1-580893958,Accepted\\In Progress,Ilona,2011/10/04 13:57:50.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-580893958,Accepted\\In Progress,Ilona,2011/10/04 13:57:58.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-580893958,Queued\\Awaiting Assignment,Ilona,2011/10/04 14:04:29.000,Queued,Medium,Awaiting Assignment,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-580893958,Accepted\\In Progress,Ilona,2011/10/04 14:04:31.000,Accepted,Medium,In Progress,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-580893958,Accepted\\Wait,Ilona,2011/10/04 14:04:34.000,Accepted,Medium,Wait,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-580987781,Queued\\Awaiting Assignment,Lars,2011/10/06 09:37:52.000,Queued,Medium,Awaiting Assignment,T19,,se,Other,PROD562,Sweden
1-580987781,Queued\\Awaiting Assignment,Lars,2011/10/06 09:49:10.000,Queued,Medium,Awaiting Assignment,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-580987781,Accepted\\In Progress,Björn,2011/10/06 09:58:53.000,Accepted,Medium,In Progress,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-583200733,Accepted\\In Progress,Riitta,2011/10/07 14:03:58.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD235,Sweden
1-583200733,Accepted\\In Progress,Riitta,2011/10/07 14:04:32.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD235,Sweden
1-583200733,Accepted\\Wait - User,Riitta,2011/10/07 15:02:01.000,Accepted,Medium,Wait - User,D7,A2_1,se,Org line A2,PROD235,Sweden
1-583200733,Accepted\\Wait - User,Siebel,2011/10/10 14:48:18.000,Accepted,Medium,Wait - User,D7,A2_1,se,Org line A2,PROD235,0
1-580987781,Accepted\\Wait - User,Lucas,2011/10/10 16:39:42.000,Accepted,Medium,Wait - User,G356 2nd,A2_3,se,Org line A2,PROD562,Brazil
1-583200733,Accepted\\In Progress,Riitta,2011/10/12 10:42:06.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD235,Sweden
1-583200733,Accepted\\Wait,Riitta,2011/10/12 12:05:35.000,Accepted,Medium,Wait,D7,A2_1,se,Org line A2,PROD235,Sweden
1-580987781,Accepted\\In Progress,Björn,2011/10/14 10:17:05.000,Accepted,Medium,In Progress,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-587101946,Accepted\\In Progress,Valeria,2011/10/14 12:36:56.000,Accepted,Medium,In Progress,D6,A2_1,be,Org line C,PROD308,Belgium
1-587101946,Accepted\\In Progress,Valeria,2011/10/14 12:38:36.000,Accepted,Medium,In Progress,D6,A2_1,be,Org line C,PROD308,Belgium
1-587101946,Queued\\Awaiting Assignment,Valeria,2011/10/14 12:44:27.000,Queued,Medium,Awaiting Assignment,V46 2nd,,be,Other,PROD308,Belgium
1-580987781,Accepted\\Wait - User,Björn,2011/10/14 17:01:58.000,Accepted,Medium,Wait - User,G356 2nd,A2_3,se,Org line A2,PROD562,Sweden
1-587101946,Accepted\\In Progress,Ray,2011/10/14 17:25:47.000,Accepted,Medium,In Progress,V46 2nd,,be,Other,PROD308,United Kingdom
1-577292898,Accepted\\In Progress,Ilona,2011/10/15 13:20:36.000,Accepted,Medium,In Progress,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-577292898,Accepted\\Wait,Ilona,2011/10/15 13:20:39.000,Accepted,Medium,Wait,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-587101946,Accepted\\Wait - User,Ray,2011/10/19 11:03:49.000,Accepted,Medium,Wait - User,V46 2nd,,be,Other,PROD308,United Kingdom
1-587101946,Accepted\\In Progress,Ray,2011/10/20 14:54:32.000,Accepted,Medium,In Progress,V46 2nd,,be,Other,PROD308,United Kingdom
1-577292898,Queued\\Awaiting Assignment,Ilona,2011/10/21 17:38:43.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,Belgium
1-593737913,Accepted\\In Progress,Riitta,2011/10/24 15:43:56.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD312,Sweden
1-593737913,Accepted\\In Progress,Riitta,2011/10/24 15:44:09.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD312,Sweden
1-593737913,Accepted\\Wait,Riitta,2011/10/24 15:50:38.000,Accepted,Medium,Wait,D7,A2_1,se,Org line A2,PROD312,Sweden
1-594260021,Accepted\\In Progress,Olga,2011/10/25 09:19:37.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-594260021,Accepted\\In Progress,Olga,2011/10/25 09:26:42.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-594260021,Queued\\Awaiting Assignment,Olga,2011/10/25 09:42:31.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,POLAND
1-594260021,Accepted\\In Progress,Luc,2011/10/25 15:11:16.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-594260021,Queued\\Awaiting Assignment,Luc,2011/10/25 15:12:09.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-594260021,Queued\\Awaiting Assignment,Luc,2011/10/25 15:12:10.000,Queued,Medium,Awaiting Assignment,D8,A2_1,nl,Org line A2,PROD542,Netherlands
1-594260021,Accepted\\In Progress,Olga,2011/10/26 07:18:43.000,Accepted,Medium,In Progress,D8,A2_1,nl,Org line A2,PROD542,POLAND
1-594260021,Queued\\Awaiting Assignment,Olga,2011/10/26 07:21:56.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,POLAND
1-587101946,Accepted\\Wait - Implementation,Ray,2011/10/26 19:07:08.000,Accepted,Medium,Wait - Implementation,V46 2nd,,be,Other,PROD308,United Kingdom
1-593737913,Accepted\\Wait,Siebel,2011/10/27 15:45:16.000,Accepted,Medium,Wait,D7,A2_1,se,Org line A2,PROD312,0
1-577292898,Accepted\\In Progress,Luc,2011/10/28 12:01:53.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-577292898,Queued\\Awaiting Assignment,Luc,2011/10/28 12:03:05.000,Queued,Medium,Awaiting Assignment,D2,A2_1,nl,Org line C,PROD542,Netherlands
1-577292898,Accepted\\In Progress,Ilona,2011/10/28 12:25:19.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-577292898,Queued\\Awaiting Assignment,Ilona,2011/10/28 12:27:44.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,Belgium
1-597436480,Accepted\\In Progress,Riitta,2011/10/28 13:31:29.000,Accepted,High,In Progress,D7,A2_1,se,Org line A2,PROD776,Sweden
1-597436480,Accepted\\In Progress,Riitta,2011/10/28 13:33:25.000,Accepted,High,In Progress,D7,A2_1,se,Org line A2,PROD776,Sweden
1-597436480,Queued\\Awaiting Assignment,Riitta,2011/10/28 13:36:39.000,Queued,High,Awaiting Assignment,N14 2nd,A2_1,se,Org line A2,PROD776,Sweden
1-597436480,Accepted\\In Progress,Paulina,2011/10/28 13:40:09.000,Accepted,High,In Progress,N14 2nd,A2_1,se,Org line A2,PROD776,POLAND
1-597436480,Queued\\Awaiting Assignment,Paulina,2011/10/28 14:02:20.000,Queued,High,Awaiting Assignment,D7,A2_1,se,Org line A2,PROD776,POLAND
1-597436480,Queued\\Awaiting Assignment,Paulina,2011/10/28 14:02:21.000,Queued,High,Awaiting Assignment,D7,A2_1,se,Org line A2,PROD776,POLAND
1-512795200,Accepted\\Assigned,Sandra,2011/10/28 15:22:35.000,Accepted,Medium,Assigned,S43,V3_2,se,Org line C,PROD660,Sweden
1-597436480,Accepted\\In Progress,Riitta,2011/10/28 15:22:37.000,Accepted,High,In Progress,D7,A2_1,se,Org line A2,PROD776,Sweden
1-597436480,Accepted\\Wait,Riitta,2011/10/28 15:28:53.000,Accepted,High,Wait,D7,A2_1,se,Org line A2,PROD776,Sweden
1-597436480,Accepted\\Wait,Siebel,2011/10/29 13:34:49.000,Accepted,High,Wait,D7,A2_1,se,Org line A2,PROD776,0
1-512795200,Accepted\\In Progress,Björn,2011/10/31 08:06:01.000,Accepted,Medium,In Progress,S43,V3_2,se,Org line C,PROD660,Sweden
1-512795200,Accepted\\Wait - User,Björn,2011/10/31 08:06:05.000,Accepted,Medium,Wait - User,S43,V3_2,se,Org line C,PROD660,Sweden
1-597436480,Accepted\\In Progress,Riitta,2011/10/31 09:48:58.000,Accepted,High,In Progress,D7,A2_1,se,Org line A2,PROD776,Sweden
1-597436480,Accepted\\Wait,Riitta,2011/10/31 09:50:36.000,Accepted,High,Wait,D7,A2_1,se,Org line A2,PROD776,Sweden
1-593737913,Accepted\\In Progress,Riitta,2011/10/31 10:14:40.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD312,Sweden
1-593737913,Accepted\\Wait,Riitta,2011/10/31 10:17:37.000,Accepted,Medium,Wait,D7,A2_1,se,Org line A2,PROD312,Sweden
1-580893958,Accepted\\In Progress,Tamara,2011/10/31 18:46:54.000,Accepted,Medium,In Progress,V29 2nd,,nl,Org line V7,PROD542,Belgium
1-580893958,Queued\\Awaiting Assignment,Tamara,2011/10/31 18:47:42.000,Queued,Medium,Awaiting Assignment,V35 2nd,,nl,Org line V7,PROD542,Belgium
1-601328051,Accepted\\In Progress,Maria,2011/11/03 08:52:35.000,Accepted,Medium,In Progress,M1 2nd,,se,Org line G4,PROD345,Sweden
1-601328051,Accepted\\In Progress,Maria,2011/11/03 08:57:38.000,Accepted,Medium,In Progress,M1 2nd,,se,Org line G4,PROD345,Sweden
1-601328051,Queued\\Awaiting Assignment,Maria,2011/11/03 09:04:38.000,Queued,Medium,Awaiting Assignment,M5 2nd,A2_2,se,Org line A2,PROD345,Sweden
1-601328051,Accepted\\In Progress,Annica,2011/11/03 12:51:22.000,Accepted,Medium,In Progress,M5 2nd,A2_2,se,Org line A2,PROD345,Sweden
1-601328051,Accepted\\Assigned,Annica,2011/11/03 12:51:28.000,Accepted,Medium,Assigned,M5 2nd,A2_2,se,Org line A2,PROD345,Sweden
1-577292898,Accepted\\In Progress,Earl,2011/11/03 13:32:59.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-594260021,Accepted\\In Progress,Earl,2011/11/03 15:17:59.000,Accepted,Medium,In Progress,V32 2nd,,nl,Org line V7n,PROD542,Netherlands
1-603556351,Accepted\\In Progress,Christine,2011/11/07 08:01:02.000,Accepted,Low,In Progress,G207 2nd,,se,Org line F,PROD681,France
1-603556351,Accepted\\In Progress,Christine,2011/11/07 08:01:20.000,Accepted,Low,In Progress,G207 2nd,,se,Org line F,PROD681,France
1-603556351,Accepted\\Assigned,Christine,2011/11/07 08:07:06.000,Accepted,Low,Assigned,G207 2nd,,se,Org line F,PROD681,France
1-580893958,Accepted\\In Progress,Edward,2011/11/07 10:34:08.000,Accepted,Medium,In Progress,V35 2nd,,nl,Org line V7,PROD542,United Kingdom
1-580893958,Queued\\Awaiting Assignment,Edward,2011/11/07 10:35:12.000,Queued,Medium,Awaiting Assignment,V37 2nd,,nl,Org line V7n,PROD542,United Kingdom
1-580893958,Accepted\\In Progress,Luc,2011/11/07 10:59:32.000,Accepted,Medium,In Progress,V37 2nd,,nl,Org line V7n,PROD542,Netherlands
1-603749197,Accepted\\In Progress,Laleh,2011/11/07 11:15:25.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD158,Sweden
1-603749197,Accepted\\In Progress,Laleh,2011/11/07 11:15:56.000,Accepted,Medium,In Progress,D7,A2_1,se,Org line A2,PROD158,Sweden
1-603749197,Queued\\Awaiting Assignment,Laleh,2011/11/07 11:20:25.000,Queued,Medium,Awaiting Assignment,D4,A2_1,se,Org line A2,PROD158,Sweden
1-580893958,Queued\\Awaiting Assignment,Luc,2011/11/07 11:29:27.000,Queued,Medium,Awaiting Assignment,D2,A2_1,nl,Org line C,PROD542,Netherlands
1-580893958,Queued\\Awaiting Assignment,Luc,2011/11/07 11:29:28.000,Queued,Medium,Awaiting Assignment,D2,A2_1,nl,Org line C,PROD542,Netherlands
1-580893958,Accepted\\In Progress,Ilona,2011/11/07 11:30:01.000,Accepted,Medium,In Progress,D2,A2_1,nl,Org line C,PROD542,Belgium
1-603749197,Accepted\\In Progress,Magali,2011/11/07 11:30:48.000,Accepted,Medium,In Progress,D4,A2_1,se,Org line A2,PROD158,Brazil
1-603749197,Queued\\Awaiting Assignment,Magali,2011/11/07 11:31:26.000,Queued,Medium,Awaiting Assignment,V50 2nd,,se,Org line V11,PROD158,Brazil
1-580893958,Queued\\Awaiting Assignment,Ilona,2011/11/07 11:33:20.000,Queued,Medium,Awaiting Assignment,V32 2nd,,nl,Org line V7n,PROD542,Belgium
1-603556351,Accepted\\In Progress,Martin,2011/11/07 12:47:38.000,Accepted,Low,In Progress,G207 2nd,,se,Org line F,PROD681,Sweden
1-603556351,Queued\\Awaiting Assignment,Martin,2011/11/07 12:47:58.000,Queued,Low,Awaiting Assignment,G167 2nd,A2_2,se,Org line A2,PROD681,Sweden
1-565045794,Accepted\\Wait - User,Mica,2011/11/07 12:56:32.000,Accepted,Medium,Wait - User,G261 3rd,C_6,se,Org line C,PROD424,Sweden
1-603556351,Accepted\\In Progress,Tomas,2011/11/07 15:35:12.000,Accepted,Low,In Progress,G167 2nd,A2_2,se,Org line A2,PROD681,Sweden
1-603556351,Accepted\\Assigned,Tomas,2011/11/07 15:35:19.000,Accepted,Low,Assigned,G167 2nd,A2_2,se,Org line A2,PROD681,Sweden
