Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
336,Collateral check,group4,2014/04/10 18:17:35.000,2014/04/10 18:51:57.000
384,Register,System,2014/04/10 18:18:28.000,2014/04/10 18:18:28.000
384,Acceptance of requests,group1,2014/04/10 18:18:28.000,2014/04/10 18:36:11.000
343,Credit worthiness check,group3,2014/04/10 18:18:52.000,2014/04/11 11:26:55.000
352,Credit worthiness check,group3,2014/04/10 18:19:00.000,2014/04/11 11:21:26.000
325,Requirements review,group6,2014/04/10 18:19:34.000,2014/04/10 18:32:06.000
335,Collateral check,group4,2014/04/10 18:21:34.000,2014/04/11 10:52:32.000
382,Collection of documents,group1,2014/04/10 18:22:17.000,2014/04/11 11:31:50.000
385,Register,System,2014/04/10 18:22:34.000,2014/04/10 18:22:34.000
385,Acceptance of requests,group1,2014/04/10 18:22:34.000,2014/04/10 18:40:01.000
386,Register,System,2014/04/10 18:23:34.000,2014/04/10 18:23:34.000
386,Acceptance of requests,group1,2014/04/10 18:23:34.000,2014/04/10 18:36:24.000
381,Collection of documents,group1,2014/04/10 18:23:43.000,2014/04/11 11:50:19.000
310,Requirements review,group6,2014/04/10 18:25:15.000,2014/04/10 18:34:15.000
341,Collateral check,group4,2014/04/10 18:25:21.000,2014/04/11 10:39:28.000
320,Requirements review,group6,2014/04/10 18:25:49.000,2014/04/10 18:32:24.000
326,Requirements review,group6,2014/04/10 18:25:53.000,2014/04/10 18:39:31.000
354,Credit worthiness check,group3,2014/04/10 18:26:27.000,2014/04/11 11:32:40.000
383,Collection of documents,group1,2014/04/10 18:27:11.000,2014/04/11 11:49:28.000
330,Requirements review,group6,2014/04/10 18:28:07.000,2014/04/10 18:38:28.000
369,Completeness check,group2,2014/04/10 18:28:33.000,2014/04/11 11:08:38.000
353,Completeness check,group2,2014/04/10 18:28:38.000,2014/04/11 11:10:05.000
324,Requirements review,group6,2014/04/10 18:30:34.000,2014/04/10 18:39:40.000
366,Completeness check,group2,2014/04/10 18:31:13.000,2014/04/11 10:51:17.000
387,Register,System,2014/04/10 18:31:45.000,2014/04/10 18:31:45.000
387,Acceptance of requests,group1,2014/04/10 18:31:45.000,2014/04/10 18:44:43.000
388,Register,System,2014/04/10 18:34:10.000,2014/04/10 18:34:10.000
388,Acceptance of requests,group1,2014/04/10 18:34:10.000,2014/04/10 18:47:27.000
337,Requirements review,group6,2014/04/10 18:35:07.000,2014/04/10 18:45:58.000
384,Collection of documents,group1,2014/04/10 18:36:11.000,2014/04/11 10:57:56.000
386,Collection of documents,group1,2014/04/10 18:36:24.000,2014/04/11 11:21:18.000
389,Register,System,2014/04/10 18:37:36.000,2014/04/10 18:37:36.000
389,Acceptance of requests,group1,2014/04/10 18:37:36.000,2014/04/10 18:55:39.000
390,Register,System,2014/04/10 18:38:56.000,2014/04/10 18:38:56.000
390,Acceptance of requests,group1,2014/04/10 18:38:56.000,2014/04/10 18:54:24.000
348,Collateral check,group4,2014/04/10 18:39:46.000,2014/04/11 10:24:45.000
385,Collection of documents,group1,2014/04/10 18:40:01.000,2014/04/11 11:45:50.000
364,Completeness check,group2,2014/04/10 18:40:50.000,2014/04/11 11:05:29.000
339,Credit committee,group5,2014/04/10 18:41:32.000,2014/04/11 10:25:01.000
334,Credit committee,group5,2014/04/10 18:42:46.000,2014/04/11 11:31:45.000
376,Completeness check,group2,2014/04/10 18:43:13.000,2014/04/11 11:28:50.000
391,Register,System,2014/04/10 18:43:46.000,2014/04/10 18:43:46.000
391,Acceptance of requests,group1,2014/04/10 18:43:46.000,2014/04/10 18:54:22.000
323,Requirements review,group6,2014/04/10 18:44:35.000,2014/04/10 18:57:29.000
387,Collection of documents,group1,2014/04/10 18:44:43.000,2014/04/11 11:23:32.000
328,Credit committee,group5,2014/04/10 18:44:56.000,2014/04/11 10:32:51.000
388,Collection of documents,group1,2014/04/10 18:47:27.000,2014/04/11 11:29:38.000
370,Credit worthiness check,group3,2014/04/10 18:47:28.000,2014/04/11 11:25:00.000
331,Collateral check,group4,2014/04/10 18:48:46.000,2014/04/11 11:07:47.000
392,Register,System,2014/04/10 18:49:14.000,2014/04/10 18:49:14.000
392,Acceptance of requests,group1,2014/04/10 18:49:14.000,2014/04/10 18:59:08.000
359,Completeness check,group2,2014/04/10 18:50:58.000,2014/04/11 10:49:23.000
336,Credit committee,group5,2014/04/10 18:51:57.000,2014/04/11 10:40:57.000
332,Credit committee,group5,2014/04/10 18:52:42.000,2014/04/11 11:24:24.000
358,Collateral check,group4,2014/04/10 18:53:35.000,2014/04/11 10:49:11.000
391,Collection of documents,group1,2014/04/10 18:54:22.000,2014/04/11 12:10:43.000
390,Collection of documents,group1,2014/04/10 18:54:24.000,2014/04/11 11:04:08.000
389,Collection of documents,group1,2014/04/10 18:55:39.000,2014/04/11 10:45:45.000
357,Collateral check,group4,2014/04/10 18:55:42.000,2014/04/11 10:49:12.000
342,Collateral check,group4,2014/04/10 18:56:03.000,2014/04/11 10:22:32.000
393,Register,System,2014/04/10 18:56:06.000,2014/04/10 18:56:06.000
393,Acceptance of requests,group1,2014/04/10 18:56:06.000,2014/04/11 10:10:11.000
338,Collateral check,group4,2014/04/10 18:57:21.000,2014/04/11 10:30:30.000
371,Completeness check,group2,2014/04/10 18:57:38.000,2014/04/11 10:55:58.000
392,Collection of documents,group1,2014/04/10 18:59:08.000,2014/04/11 11:31:51.000
394,Register,System,2014/04/11 10:05:44.000,2014/04/11 10:05:44.000
394,Acceptance of requests,group1,2014/04/11 10:05:44.000,2014/04/11 10:25:17.000
395,Register,System,2014/04/11 10:06:47.000,2014/04/11 10:06:47.000
395,Acceptance of requests,group1,2014/04/11 10:06:47.000,2014/04/11 10:19:20.000
393,Collection of documents,group1,2014/04/11 10:10:11.000,2014/04/11 11:56:57.000
396,Register,System,2014/04/11 10:12:23.000,2014/04/11 10:12:23.000
396,Acceptance of requests,group1,2014/04/11 10:12:23.000,2014/04/11 10:27:28.000
395,Collection of documents,group1,2014/04/11 10:19:20.000,2014/04/11 11:37:05.000
342,Credit committee,group5,2014/04/11 10:22:32.000,2014/04/11 11:08:47.000
397,Register,System,2014/04/11 10:22:46.000,2014/04/11 10:22:46.000
397,Acceptance of requests,group1,2014/04/11 10:22:46.000,2014/04/11 10:41:18.000
348,Credit committee,group5,2014/04/11 10:24:45.000,2014/04/11 11:16:40.000
339,Requirements review,group6,2014/04/11 10:25:01.000,2014/04/11 10:31:11.000
394,Collection of documents,group1,2014/04/11 10:25:17.000,2014/04/11 11:40:27.000
398,Register,System,2014/04/11 10:26:55.000,2014/04/11 10:26:55.000
398,Acceptance of requests,group1,2014/04/11 10:26:55.000,2014/04/11 10:40:35.000
396,Collection of documents,group1,2014/04/11 10:27:28.000,2014/04/11 12:34:58.000
399,Register,System,2014/04/11 10:28:45.000,2014/04/11 10:28:45.000
399,Acceptance of requests,group1,2014/04/11 10:28:45.000,2014/04/11 10:44:12.000
400,Register,System,2014/04/11 10:29:40.000,2014/04/11 10:29:40.000
400,Acceptance of requests,group1,2014/04/11 10:29:40.000,2014/04/11 10:46:06.000
338,Credit committee,group5,2014/04/11 10:30:30.000,2014/04/11 11:08:43.000
328,Requirements review,group6,2014/04/11 10:32:51.000,2014/04/11 10:42:28.000
401,Register,System,2014/04/11 10:35:48.000,2014/04/11 10:35:48.000
401,Acceptance of requests,group1,2014/04/11 10:35:48.000,2014/04/11 10:45:11.000
341,Credit committee,group5,2014/04/11 10:39:28.000,2014/04/11 11:04:22.000
402,Register,System,2014/04/11 10:39:47.000,2014/04/11 10:39:47.000
402,Acceptance of requests,group1,2014/04/11 10:39:47.000,2014/04/11 10:49:50.000
398,Collection of documents,group1,2014/04/11 10:40:35.000,2014/04/11 12:39:08.000
336,Requirements review,group6,2014/04/11 10:40:57.000,2014/04/11 10:51:49.000
403,Register,System,2014/04/11 10:40:58.000,2014/04/11 10:40:58.000
403,Acceptance of requests,group1,2014/04/11 10:40:58.000,2014/04/11 10:58:19.000
397,Collection of documents,group1,2014/04/11 10:41:18.000,2014/04/11 12:17:45.000
399,Collection of documents,group1,2014/04/11 10:44:12.000,2014/04/11 11:18:00.000
401,Collection of documents,group1,2014/04/11 10:45:11.000,2014/04/11 12:21:57.000
389,Completeness check,group2,2014/04/11 10:45:45.000,2014/04/11 11:47:49.000
404,Register,System,2014/04/11 10:45:48.000,2014/04/11 10:45:48.000
404,Acceptance of requests,group1,2014/04/11 10:45:48.000,2014/04/11 11:01:56.000
400,Collection of documents,group1,2014/04/11 10:46:06.000,2014/04/11 11:24:05.000
405,Register,System,2014/04/11 10:47:10.000,2014/04/11 10:47:10.000
405,Acceptance of requests,group1,2014/04/11 10:47:10.000,2014/04/11 10:57:57.000
406,Register,System,2014/04/11 10:47:41.000,2014/04/11 10:47:41.000
406,Acceptance of requests,group1,2014/04/11 10:47:41.000,2014/04/11 11:07:08.000
358,Credit committee,group5,2014/04/11 10:49:11.000,2014/04/11 11:51:12.000
357,Credit committee,group5,2014/04/11 10:49:12.000,2014/04/11 12:38:07.000
407,Register,System,2014/04/11 10:49:17.000,2014/04/11 10:49:17.000
407,Acceptance of requests,group1,2014/04/11 10:49:17.000,2014/04/11 11:02:04.000
359,Credit worthiness check,group3,2014/04/11 10:49:23.000,2014/04/11 12:06:51.000
402,Collection of documents,group1,2014/04/11 10:49:50.000,2014/04/11 12:24:10.000
380,Completeness check,group2,2014/04/11 10:50:33.000,2014/04/11 11:37:35.000
366,Credit worthiness check,group3,2014/04/11 10:51:17.000,2014/04/11 12:20:14.000
335,Credit committee,group5,2014/04/11 10:52:32.000,2014/04/11 11:14:07.000
340,Credit committee,group5,2014/04/11 10:53:46.000,2014/04/11 11:37:08.000
360,Credit worthiness check,group3,2014/04/11 10:54:46.000,2014/04/11 12:12:04.000
371,Credit worthiness check,group3,2014/04/11 10:55:58.000,2014/04/11 12:16:33.000
408,Register,System,2014/04/11 10:56:36.000,2014/04/11 10:56:36.000
408,Acceptance of requests,group1,2014/04/11 10:56:36.000,2014/04/11 11:16:14.000
384,Completeness check,group2,2014/04/11 10:57:56.000,2014/04/11 12:12:56.000
405,Collection of documents,group1,2014/04/11 10:57:57.000,2014/04/11 12:54:28.000
403,Collection of documents,group1,2014/04/11 10:58:19.000,2014/04/11 11:54:14.000
327,Requirements review,group6,2014/04/11 10:59:16.000,2014/04/11 11:12:09.000
367,Credit worthiness check,group3,2014/04/11 11:00:25.000,2014/04/11 12:14:47.000
375,Credit worthiness check,group3,2014/04/11 11:00:52.000,2014/04/11 12:20:40.000
404,Collection of documents,group1,2014/04/11 11:01:56.000,2014/04/11 13:09:18.000
407,Collection of documents,group1,2014/04/11 11:02:04.000,2014/04/11 12:37:10.000
409,Register,System,2014/04/11 11:02:22.000,2014/04/11 11:02:22.000
409,Acceptance of requests,group1,2014/04/11 11:02:22.000,2014/04/11 11:12:01.000
372,Credit worthiness check,group3,2014/04/11 11:02:59.000,2014/04/11 12:25:24.000
349,Credit worthiness check,group3,2014/04/11 11:03:04.000,2014/04/11 12:36:53.000
390,Completeness check,group2,2014/04/11 11:04:08.000,2014/04/11 12:05:59.000
341,Requirements review,group6,2014/04/11 11:04:22.000,2014/04/11 11:18:00.000
363,Credit worthiness check,group3,2014/04/11 11:05:15.000,2014/04/11 12:16:47.000
364,Credit worthiness check,group3,2014/04/11 11:05:29.000,2014/04/11 12:35:36.000
410,Register,System,2014/04/11 11:06:49.000,2014/04/11 11:06:49.000
410,Acceptance of requests,group1,2014/04/11 11:06:49.000,2014/04/11 11:17:39.000
329,Credit committee,group5,2014/04/11 11:07:01.000,2014/04/11 13:11:13.000
406,Collection of documents,group1,2014/04/11 11:07:08.000,2014/04/11 12:39:37.000
411,Register,System,2014/04/11 11:07:21.000,2014/04/11 11:07:21.000
411,Acceptance of requests,group1,2014/04/11 11:07:21.000,2014/04/11 11:16:38.000
333,Credit committee,group5,2014/04/11 11:07:45.000,2014/04/11 12:33:21.000
331,Credit committee,group5,2014/04/11 11:07:47.000,2014/04/11 11:34:09.000
369,Credit worthiness check,group3,2014/04/11 11:08:38.000,2014/04/11 12:42:41.000
338,Requirements review,group6,2014/04/11 11:08:43.000,2014/04/11 11:14:54.000
342,Requirements review,group6,2014/04/11 11:08:47.000,2014/04/11 11:20:53.000
353,Credit worthiness check,group3,2014/04/11 11:10:05.000,2014/04/11 12:36:42.000
351,Collateral check,group4,2014/04/11 11:10:18.000,2014/04/11 11:42:20.000
362,Credit worthiness check,group3,2014/04/11 11:10:46.000,2014/04/11 12:44:05.000
409,Collection of documents,group1,2014/04/11 11:12:01.000,2014/04/11 12:57:48.000
335,Requirements review,group6,2014/04/11 11:14:07.000,2014/04/11 11:26:20.000
412,Register,System,2014/04/11 11:15:36.000,2014/04/11 11:15:36.000
412,Acceptance of requests,group1,2014/04/11 11:15:36.000,2014/04/11 11:32:07.000
408,Collection of documents,group1,2014/04/11 11:16:14.000,2014/04/11 12:40:00.000
411,Collection of documents,group1,2014/04/11 11:16:38.000,2014/04/11 12:24:13.000
348,Requirements review,group6,2014/04/11 11:16:40.000,2014/04/11 11:25:12.000
410,Collection of documents,group1,2014/04/11 11:17:39.000,2014/04/11 12:50:22.000
413,Register,System,2014/04/11 11:17:39.000,2014/04/11 11:17:39.000
413,Acceptance of requests,group1,2014/04/11 11:17:39.000,2014/04/11 11:32:20.000
399,Completeness check,group2,2014/04/11 11:18:00.000,2014/04/11 12:19:58.000
356,Collateral check,group4,2014/04/11 11:18:21.000,2014/04/11 12:12:06.000
347,Collateral check,group4,2014/04/11 11:19:00.000,2014/04/11 12:30:00.000
386,Completeness check,group2,2014/04/11 11:21:18.000,2014/04/11 12:13:59.000
352,Collateral check,group4,2014/04/11 11:21:26.000,2014/04/11 11:47:16.000
345,Collateral check,group4,2014/04/11 11:21:55.000,2014/04/11 11:46:06.000
350,Collateral check,group4,2014/04/11 11:23:00.000,2014/04/11 12:12:33.000
387,Completeness check,group2,2014/04/11 11:23:32.000,2014/04/11 12:35:21.000
414,Register,System,2014/04/11 11:23:45.000,2014/04/11 11:23:45.000
414,Acceptance of requests,group1,2014/04/11 11:23:45.000,2014/04/11 11:41:37.000
400,Completeness check,group2,2014/04/11 11:24:05.000,2014/04/11 12:13:10.000
332,Requirements review,group6,2014/04/11 11:24:24.000,2014/04/11 11:37:56.000
370,Collateral check,group4,2014/04/11 11:25:00.000,2014/04/11 12:20:04.000
379,Completeness check,group2,2014/04/11 11:25:11.000,2014/04/11 12:38:26.000
415,Register,System,2014/04/11 11:25:23.000,2014/04/11 11:25:23.000
415,Acceptance of requests,group1,2014/04/11 11:25:23.000,2014/04/11 11:45:11.000
346,Collateral check,group4,2014/04/11 11:25:25.000,2014/04/11 12:29:40.000
355,Credit worthiness check,group3,2014/04/11 11:25:55.000,2014/04/11 12:54:10.000
343,Collateral check,group4,2014/04/11 11:26:55.000,2014/04/11 11:47:11.000
416,Register,System,2014/04/11 11:27:26.000,2014/04/11 11:27:26.000
416,Acceptance of requests,group1,2014/04/11 11:27:26.000,2014/04/11 11:44:56.000
361,Credit worthiness check,group3,2014/04/11 11:27:28.000,2014/04/11 12:49:08.000
376,Credit worthiness check,group3,2014/04/11 11:28:50.000,2014/04/11 12:43:19.000
388,Completeness check,group2,2014/04/11 11:29:38.000,2014/04/11 12:22:46.000
334,Requirements review,group6,2014/04/11 11:31:45.000,2014/04/11 11:42:04.000
382,Completeness check,group2,2014/04/11 11:31:50.000,2014/04/11 12:37:00.000
392,Completeness check,group2,2014/04/11 11:31:51.000,2014/04/11 12:41:04.000
412,Collection of documents,group1,2014/04/11 11:32:07.000,2014/04/11 12:49:22.000
413,Collection of documents,group1,2014/04/11 11:32:20.000,2014/04/11 12:29:58.000
354,Collateral check,group4,2014/04/11 11:32:40.000,2014/04/11 12:07:48.000
417,Register,System,2014/04/11 11:34:02.000,2014/04/11 11:34:02.000
417,Acceptance of requests,group1,2014/04/11 11:34:02.000,2014/04/11 11:51:02.000
331,Requirements review,group6,2014/04/11 11:34:09.000,2014/04/11 11:47:48.000
344,Collateral check,group4,2014/04/11 11:36:43.000,2014/04/11 12:21:54.000
395,Completeness check,group2,2014/04/11 11:37:05.000,2014/04/11 12:24:00.000
340,Requirements review,group6,2014/04/11 11:37:08.000,2014/04/11 11:48:14.000
380,Credit worthiness check,group3,2014/04/11 11:37:35.000,2014/04/11 12:57:31.000
378,Completeness check,group2,2014/04/11 11:39:50.000,2014/04/11 12:54:48.000
394,Completeness check,group2,2014/04/11 11:40:27.000,2014/04/11 13:01:29.000
414,Collection of documents,group1,2014/04/11 11:41:37.000,2014/04/11 12:12:06.000
351,Credit committee,group5,2014/04/11 11:42:20.000,2014/04/11 12:15:25.000
416,Collection of documents,group1,2014/04/11 11:44:56.000,2014/04/11 12:53:05.000
415,Collection of documents,group1,2014/04/11 11:45:11.000,2014/04/11 12:44:25.000
385,Completeness check,group2,2014/04/11 11:45:50.000,2014/04/11 13:12:19.000
345,Credit committee,group5,2014/04/11 11:46:06.000,2014/04/11 12:28:28.000
343,Credit committee,group5,2014/04/11 11:47:11.000,2014/04/11 12:49:09.000
352,Credit committee,group5,2014/04/11 11:47:16.000,2014/04/11 12:11:07.000
389,Credit worthiness check,group3,2014/04/11 11:47:49.000,2014/04/11 13:08:30.000
383,Completeness check,group2,2014/04/11 11:49:28.000,2014/04/11 12:40:04.000
381,Completeness check,group2,2014/04/11 11:50:19.000,2014/04/11 13:07:33.000
417,Collection of documents,group1,2014/04/11 11:51:02.000,2014/04/11 14:01:40.000
358,Requirements review,group6,2014/04/11 11:51:12.000,2014/04/11 11:59:16.000
377,Completeness check,group2,2014/04/11 11:52:53.000,2014/04/11 12:39:49.000
403,Completeness check,group2,2014/04/11 11:54:14.000,2014/04/11 12:59:38.000
393,Completeness check,group2,2014/04/11 11:56:57.000,2014/04/11 13:22:28.000
373,Completeness check,group2,2014/04/11 12:00:55.000,2014/04/11 13:19:57.000
374,Completeness check,group2,2014/04/11 12:03:43.000,2014/04/11 12:54:16.000
390,Credit worthiness check,group3,2014/04/11 12:05:59.000,2014/04/11 13:23:41.000
359,Collateral check,group4,2014/04/11 12:06:51.000,2014/04/11 13:20:38.000
354,Credit committee,group5,2014/04/11 12:07:48.000,2014/04/11 12:51:03.000
368,Completeness check,group2,2014/04/11 12:09:41.000,2014/04/11 13:36:24.000
391,Completeness check,group2,2014/04/11 12:10:43.000,2014/04/11 13:18:26.000
352,Requirements review,group6,2014/04/11 12:11:07.000,2014/04/11 12:16:53.000
360,Collateral check,group4,2014/04/11 12:12:04.000,2014/04/11 13:11:08.000
356,Credit committee,group5,2014/04/11 12:12:06.000,2014/04/11 12:48:55.000
414,Completeness check,group2,2014/04/11 12:12:06.000,2014/04/11 13:05:29.000
350,Credit committee,group5,2014/04/11 12:12:33.000,2014/04/11 12:43:15.000
384,Credit worthiness check,group3,2014/04/11 12:12:56.000,2014/04/11 13:22:34.000
400,Credit worthiness check,group3,2014/04/11 12:13:10.000,2014/04/11 13:39:32.000
386,Credit worthiness check,group3,2014/04/11 12:13:59.000,2014/04/11 13:26:54.000
367,Collateral check,group4,2014/04/11 12:14:47.000,2014/04/11 12:42:34.000
351,Requirements review,group6,2014/04/11 12:15:25.000,2014/04/11 12:21:52.000
371,Collateral check,group4,2014/04/11 12:16:33.000,2014/04/11 12:54:40.000
363,Collateral check,group4,2014/04/11 12:16:47.000,2014/04/11 13:25:18.000
397,Completeness check,group2,2014/04/11 12:17:45.000,2014/04/11 13:10:28.000
365,Completeness check,group2,2014/04/11 12:18:41.000,2014/04/11 13:13:08.000
399,Credit worthiness check,group3,2014/04/11 12:19:58.000,2014/04/11 13:33:39.000
370,Credit committee,group5,2014/04/11 12:20:04.000,2014/04/11 13:21:38.000
366,Collateral check,group4,2014/04/11 12:20:14.000,2014/04/11 13:24:39.000
375,Collateral check,group4,2014/04/11 12:20:40.000,2014/04/11 13:03:56.000
344,Credit committee,group5,2014/04/11 12:21:54.000,2014/04/11 12:58:00.000
401,Completeness check,group2,2014/04/11 12:21:57.000,2014/04/11 13:29:52.000
388,Credit worthiness check,group3,2014/04/11 12:22:46.000,2014/04/11 13:45:53.000
395,Credit worthiness check,group3,2014/04/11 12:24:00.000,2014/04/11 13:56:52.000
402,Completeness check,group2,2014/04/11 12:24:10.000,2014/04/11 13:41:17.000
418,Register,System,2014/04/11 12:24:11.000,2014/04/11 12:24:11.000
418,Acceptance of requests,group1,2014/04/11 12:24:11.000,2014/04/11 12:33:42.000
411,Completeness check,group2,2014/04/11 12:24:13.000,2014/04/11 13:45:29.000
372,Collateral check,group4,2014/04/11 12:25:24.000,2014/04/11 12:55:39.000
345,Requirements review,group6,2014/04/11 12:28:28.000,2014/04/11 12:36:58.000
346,Credit committee,group5,2014/04/11 12:29:40.000,2014/04/11 13:45:08.000
413,Completeness check,group2,2014/04/11 12:29:58.000,2014/04/11 13:32:25.000
347,Credit committee,group5,2014/04/11 12:30:00.000,2014/04/11 12:43:57.000
333,Requirements review,group6,2014/04/11 12:33:21.000,2014/04/11 12:43:44.000
418,Collection of documents,group1,2014/04/11 12:33:42.000,2014/04/11 14:36:22.000
419,Register,System,2014/04/11 12:33:50.000,2014/04/11 12:33:50.000
419,Acceptance of requests,group1,2014/04/11 12:33:50.000,2014/04/11 12:53:25.000
396,Completeness check,group2,2014/04/11 12:34:58.000,2014/04/11 13:33:04.000
387,Credit worthiness check,group3,2014/04/11 12:35:21.000,2014/04/11 13:55:46.000
364,Collateral check,group4,2014/04/11 12:35:36.000,2014/04/11 13:41:08.000
353,Collateral check,group4,2014/04/11 12:36:42.000,2014/04/11 13:31:31.000
349,Collateral check,group4,2014/04/11 12:36:53.000,2014/04/11 13:50:56.000
382,Credit worthiness check,group3,2014/04/11 12:37:00.000,2014/04/11 14:01:36.000
407,Completeness check,group2,2014/04/11 12:37:10.000,2014/04/11 14:04:51.000
357,Requirements review,group6,2014/04/11 12:38:07.000,2014/04/11 12:49:19.000
379,Credit worthiness check,group3,2014/04/11 12:38:26.000,2014/04/11 13:54:51.000
420,Register,System,2014/04/11 12:38:32.000,2014/04/11 12:38:32.000
420,Acceptance of requests,group1,2014/04/11 12:38:32.000,2014/04/11 12:54:01.000
398,Completeness check,group2,2014/04/11 12:39:08.000,2014/04/11 13:32:32.000
406,Completeness check,group2,2014/04/11 12:39:37.000,2014/04/11 13:35:02.000
377,Credit worthiness check,group3,2014/04/11 12:39:49.000,2014/04/11 14:18:52.000
408,Completeness check,group2,2014/04/11 12:40:00.000,2014/04/11 13:26:21.000
383,Credit worthiness check,group3,2014/04/11 12:40:04.000,2014/04/11 13:58:21.000
392,Credit worthiness check,group3,2014/04/11 12:41:04.000,2014/04/11 14:14:14.000
421,Register,System,2014/04/11 12:42:31.000,2014/04/11 12:42:31.000
421,Acceptance of requests,group1,2014/04/11 12:42:31.000,2014/04/11 13:02:12.000
367,Credit committee,group5,2014/04/11 12:42:34.000,2014/04/11 13:26:02.000
369,Collateral check,group4,2014/04/11 12:42:41.000,2014/04/11 13:56:43.000
350,Requirements review,group6,2014/04/11 12:43:15.000,2014/04/11 12:57:56.000
376,Collateral check,group4,2014/04/11 12:43:19.000,2014/04/11 13:05:24.000
347,Requirements review,group6,2014/04/11 12:43:57.000,2014/04/11 12:53:39.000
362,Collateral check,group4,2014/04/11 12:44:05.000,2014/04/11 13:51:26.000
415,Completeness check,group2,2014/04/11 12:44:25.000,2014/04/11 13:41:08.000
422,Register,System,2014/04/11 12:46:01.000,2014/04/11 12:46:01.000
422,Acceptance of requests,group1,2014/04/11 12:46:01.000,2014/04/11 12:57:08.000
356,Requirements review,group6,2014/04/11 12:48:55.000,2014/04/11 12:55:32.000
361,Collateral check,group4,2014/04/11 12:49:08.000,2014/04/11 13:10:14.000
343,Requirements review,group6,2014/04/11 12:49:09.000,2014/04/11 13:03:43.000
412,Completeness check,group2,2014/04/11 12:49:22.000,2014/04/11 14:17:09.000
423,Register,System,2014/04/11 12:49:28.000,2014/04/11 12:49:28.000
423,Acceptance of requests,group1,2014/04/11 12:49:28.000,2014/04/11 13:08:39.000
410,Completeness check,group2,2014/04/11 12:50:22.000,2014/04/11 13:49:19.000
354,Requirements review,group6,2014/04/11 12:51:03.000,2014/04/11 13:01:31.000
424,Register,System,2014/04/11 12:51:18.000,2014/04/11 12:51:18.000
424,Acceptance of requests,group1,2014/04/11 12:51:18.000,2014/04/11 13:06:12.000
425,Register,System,2014/04/11 12:51:40.000,2014/04/11 12:51:40.000
425,Acceptance of requests,group1,2014/04/11 12:51:40.000,2014/04/11 13:10:28.000
416,Completeness check,group2,2014/04/11 12:53:05.000,2014/04/11 14:21:13.000
419,Collection of documents,group1,2014/04/11 12:53:25.000,2014/04/11 13:51:49.000
420,Collection of documents,group1,2014/04/11 12:54:01.000,2014/04/11 14:49:19.000
355,Collateral check,group4,2014/04/11 12:54:10.000,2014/04/11 13:35:00.000
374,Credit worthiness check,group3,2014/04/11 12:54:16.000,2014/04/11 14:20:52.000
405,Completeness check,group2,2014/04/11 12:54:28.000,2014/04/11 14:11:35.000
371,Credit committee,group5,2014/04/11 12:54:40.000,2014/04/11 13:36:03.000
378,Credit worthiness check,group3,2014/04/11 12:54:48.000,2014/04/11 14:16:54.000
372,Credit committee,group5,2014/04/11 12:55:39.000,2014/04/11 13:26:18.000
422,Collection of documents,group1,2014/04/11 12:57:08.000,2014/04/11 13:40:42.000
380,Collateral check,group4,2014/04/11 12:57:31.000,2014/04/11 13:25:56.000
409,Completeness check,group2,2014/04/11 12:57:48.000,2014/04/11 14:09:12.000
344,Requirements review,group6,2014/04/11 12:58:00.000,2014/04/11 13:11:19.000
403,Credit worthiness check,group3,2014/04/11 12:59:38.000,2014/04/11 14:24:30.000
394,Credit worthiness check,group3,2014/04/11 13:01:29.000,2014/04/11 14:19:34.000
421,Collection of documents,group1,2014/04/11 13:02:12.000,2014/04/11 14:28:36.000
375,Credit committee,group5,2014/04/11 13:03:56.000,2014/04/11 13:50:57.000
376,Credit committee,group5,2014/04/11 13:05:24.000,2014/04/11 13:52:38.000
414,Credit worthiness check,group3,2014/04/11 13:05:29.000,2014/04/11 14:23:26.000
424,Collection of documents,group1,2014/04/11 13:06:12.000,2014/04/11 13:54:51.000
381,Credit worthiness check,group3,2014/04/11 13:07:33.000,2014/04/11 14:28:18.000
389,Collateral check,group4,2014/04/11 13:08:30.000,2014/04/11 13:46:04.000
423,Collection of documents,group1,2014/04/11 13:08:39.000,2014/04/11 14:57:01.000
404,Completeness check,group2,2014/04/11 13:09:18.000,2014/04/11 14:31:48.000
361,Credit committee,group5,2014/04/11 13:10:14.000,2014/04/11 13:51:04.000
397,Credit worthiness check,group3,2014/04/11 13:10:28.000,2014/04/11 14:35:48.000
425,Collection of documents,group1,2014/04/11 13:10:28.000,2014/04/11 14:04:08.000
426,Register,System,2014/04/11 13:11:06.000,2014/04/11 13:11:06.000
426,Acceptance of requests,group1,2014/04/11 13:11:06.000,2014/04/11 13:28:27.000
360,Credit committee,group5,2014/04/11 13:11:08.000,2014/04/11 14:04:40.000
329,Requirements review,group6,2014/04/11 13:11:13.000,2014/04/11 13:16:44.000
385,Credit worthiness check,group3,2014/04/11 13:12:19.000,2014/04/11 14:41:02.000
365,Credit worthiness check,group3,2014/04/11 13:13:08.000,2014/04/11 14:40:25.000
391,Credit worthiness check,group3,2014/04/11 13:18:26.000,2014/04/11 14:35:25.000
373,Credit worthiness check,group3,2014/04/11 13:19:57.000,2014/04/11 14:39:16.000
427,Register,System,2014/04/11 13:20:04.000,2014/04/11 13:20:04.000
427,Acceptance of requests,group1,2014/04/11 13:20:04.000,2014/04/11 13:30:11.000
359,Credit committee,group5,2014/04/11 13:20:38.000,2014/04/11 14:13:31.000
