Incident ID,DateStamp,IncidentActivity_Number,IncidentActivity_Type,Assignment Group,KM number,Interaction ID
IM0000112,08-05-2013 10:28:13,001A4570262,Operator Update,TEAM0052,KM0001723,#N/B
IM0000112,08-05-2013 10:28:13,001A4570261,Reassignment,TEAM0052,KM0001723,#N/B
IM0000112,08-05-2013 10:38:13,001A4571223,Reassignment,TEAM9999,KM0001723,#N/B
IM0000109,08-05-2013 11:12:54,001A4568910,Communication with customer,TEAM0023,KM0001539,SD0000139
IM0000092,08-05-2013 11:13:01,001A4568911,Assignment,TEAM0014,KM0000592,SD0000115
IM0000074,08-05-2013 11:16:02,001A4571361,External Vendor Assignment,TEAM0003,KM0000553,SD0000100
IM0000074,08-05-2013 11:16:02,001A4571360,Update,TEAM0003,KM0000553,SD0000100
IM0000074,08-05-2013 11:16:02,001A4571359,Status Change,TEAM0003,KM0000553,SD0000100
IM0000074,08-05-2013 11:16:02,001A4571357,Reassignment,TEAM0003,KM0000553,SD0000100
IM0000074,08-05-2013 11:16:02,001A4571358,Assignment,TEAM0003,KM0000553,SD0000100
IM0000109,08-05-2013 11:19:20,001A4568920,Operator Update,TEAM0023,KM0001539,SD0000139
IM0000109,08-05-2013 11:19:20,001A4568918,Reassignment,TEAM0023,KM0001539,SD0000139
IM0000109,08-05-2013 11:19:20,001A4568919,Assignment,TEAM0023,KM0001539,SD0000139
IM0000109,08-05-2013 11:19:36,001A4568921,Status Change,TEAM0023,KM0001539,SD0000139
IM0000085,08-05-2013 12:37:27,001A4572491,Operator Update,TEAM0003,KM0000611,SD0000109
IM0000085,08-05-2013 12:37:59,001A4572493,Assignment,TEAM0003,KM0000611,SD0000109
IM0000092,08-05-2013 13:14:57,001A4572244,Update,TEAM0017,KM0000592,SD0000115
IM0000092,08-05-2013 13:14:57,001A4572243,Assignment,TEAM0017,KM0000592,SD0000115
IM0000092,08-05-2013 13:14:57,001A4572242,Reassignment,TEAM0017,KM0000592,SD0000115
IM0000092,08-05-2013 13:44:37,001A4569253,Update,TEAM0016,KM0000592,SD0000115
IM0000112,08-05-2013 13:45:39,001A4572312,Assignment,TEAM0007,KM0001723,#N/B
IM0000092,08-05-2013 13:48:11,001A4569260,Assignment,TEAM0016,KM0000592,SD0000115
IM0000112,08-05-2013 13:50:10,001A4572332,Operator Update,TEAM0007,KM0001723,#N/B
IM0000114,10-05-2013 09:04:13,001A4576320,Open,TEAM0018,KM0001116,#N/B
IM0000114,10-05-2013 09:05:18,001A4578193,Open,TEAM9999,KM0001116,#N/B
IM0000114,10-05-2013 09:11:24,001A4576332,Reassignment,TEAM0018,KM0001116,#N/B
IM0000106,10-05-2013 09:39:19,001A4577903,Update,TEAM9999,KM0000553,SD0000136
IM0000080,10-05-2013 10:08:25,001A4579064,Assignment,TEAM0015,KM0001163,SD0000104
IM0000080,10-05-2013 10:08:25,001A4579063,Reassignment,TEAM0015,KM0001163,SD0000104
IM0000080,10-05-2013 10:08:25,001A4579065,Operator Update,TEAM0015,KM0001163,SD0000104
IM0000112,10-05-2013 10:08:44,001A4579069,Closed,TEAM0007,KM0001723,#N/B
IM0000112,10-05-2013 10:08:44,001A4579070,Caused By CI,TEAM0007,KM0001723,#N/B
IM0000113,10-05-2013 13:26:58,001A4581503,Analysis/Research,TEAM0003,KM0000611,SD0000142
IM0000113,10-05-2013 13:26:58,001A4581502,Assignment,TEAM0003,KM0000611,SD0000142
IM0000113,10-05-2013 13:26:58,001A4581501,Reassignment,TEAM0003,KM0000611,SD0000142
IM0000113,10-05-2013 14:16:09,001A4580383,Reassignment,TEAM0004,KM0000611,SD0000142
IM0000113,10-05-2013 14:16:09,001A4580386,Operator Update,TEAM0004,KM0000611,SD0000142
IM0000113,10-05-2013 14:16:09,001A4580384,Assignment,TEAM0004,KM0000611,SD0000142
IM0000113,10-05-2013 14:16:09,001A4580385,Status Change,TEAM0004,KM0000611,SD0000142
IM0000113,10-05-2013 14:52:03,001A4581678,Operator Update,TEAM0003,KM0000611,SD0000142
IM0000113,10-05-2013 14:52:03,001A4581677,Assignment,TEAM0003,KM0000611,SD0000142
IM0000031,10-05-2013 15:00:00,001A4581083,OO Response,TEAM0005,KM0000928,SD0000055
IM0000113,13-05-2013 07:31:26,001A4593491,Operator Update,TEAM0003,KM0000611,SD0000142
IM0000113,13-05-2013 07:31:26,001A4593490,Assignment,TEAM0003,KM0000611,SD0000142
IM0000113,13-05-2013 07:31:26,001A4593489,Reassignment,TEAM0003,KM0000611,SD0000142
IM0000114,13-05-2013 08:26:29,001A4593662,Assignment,TEAM0019,KM0001116,#N/B
IM0000114,13-05-2013 08:26:29,001A4593664,Update,TEAM0019,KM0001116,#N/B
IM0000114,13-05-2013 08:26:29,001A4593663,Status Change,TEAM0019,KM0001116,#N/B
IM0000105,13-05-2013 09:00:56,001A4589967,Operator Update,TEAM0003,KM0000611,SD0000134
IM0000105,13-05-2013 09:00:56,001A4589966,Assignment,TEAM0003,KM0000611,SD0000134
IM0000113,13-05-2013 09:06:48,001A4587570,Assignment,TEAM0002,KM0000611,SD0000142
IM0000113,13-05-2013 09:06:48,001A4587569,Reassignment,TEAM0002,KM0000611,SD0000142
IM0000113,13-05-2013 09:06:48,001A4587571,Update from customer,TEAM0002,KM0000611,SD0000142
IM0000113,13-05-2013 09:10:05,001A4594559,Assignment,TEAM0003,KM0000611,SD0000142
IM0000115,13-05-2013 09:20:01,001A4594582,Open,TEAM9999,KM0000611,SD0000145
IM0000115,13-05-2013 09:20:15,001A4594940,Open,TEAM9999,KM0000611,SD0000145
IM0000115,13-05-2013 09:21:59,001A4594587,Update from customer,TEAM9999,KM0000611,SD0000145
IM0000115,13-05-2013 09:40:01,001A4594622,Operator Update,TEAM0023,KM0000611,SD0000145
IM0000115,13-05-2013 09:40:01,001A4594621,Assignment,TEAM0023,KM0000611,SD0000145
IM0000073,13-05-2013 09:48:13,001A4596475,Reassignment,TEAM0015,KM0001124,SD0000099
IM0000073,13-05-2013 09:48:13,001A4596478,Operator Update,TEAM0015,KM0001124,SD0000099
IM0000073,13-05-2013 09:48:13,001A4596477,Status Change,TEAM0015,KM0001124,SD0000099
IM0000073,13-05-2013 09:48:13,001A4596476,Assignment,TEAM0015,KM0001124,SD0000099
IM0000080,13-05-2013 10:12:29,001A4596540,Assignment,TEAM0015,KM0001163,SD0000104
IM0000109,13-05-2013 10:19:45,001A4595797,Update,TEAM0001,KM0001539,SD0000139
IM0000109,13-05-2013 10:20:28,001A4595798,Reassignment,TEAM0001,KM0001539,SD0000139
IM0000109,13-05-2013 10:20:28,001A4595799,Update,TEAM0001,KM0001539,SD0000139
IM0000109,13-05-2013 10:49:20,001A4595847,Assignment,TEAM0048,KM0001539,SD0000139
IM0000094,13-05-2013 11:07:12,001A4595894,Update from customer,TEAM0008,KM0001435,SD0000117
IM0000109,13-05-2013 11:10:55,001A4594790,Operator Update,TEAM9999,KM0001539,SD0000139
IM0000109,13-05-2013 11:10:55,001A4594789,Assignment,TEAM9999,KM0001539,SD0000139
IM0000109,13-05-2013 11:15:29,001A4595914,Assignment,TEAM0048,KM0001539,SD0000139
IM0000109,13-05-2013 12:09:57,001A4598138,Assignment,TEAM0048,KM0001539,SD0000139
IM0000109,13-05-2013 12:09:57,001A4598137,Reassignment,TEAM0048,KM0001539,SD0000139
IM0000109,13-05-2013 12:09:57,001A4598139,Update,TEAM0048,KM0001539,SD0000139
IM0000115,13-05-2013 12:20:13,001A4598171,Pending vendor,TEAM0003,KM0000611,SD0000145
IM0000115,13-05-2013 12:20:13,001A4598170,Status Change,TEAM0003,KM0000611,SD0000145
IM0000115,13-05-2013 12:20:13,001A4598172,External Vendor Assignment,TEAM0003,KM0000611,SD0000145
IM0000100,13-05-2013 12:46:54,001A4597600,Update from customer,TEAM0002,KM0000611,SD0000127
IM0000080,13-05-2013 12:56:45,001A4598263,Reassignment,TEAM0027,KM0001163,SD0000104
IM0000080,13-05-2013 12:56:45,001A4598264,Assignment,TEAM0027,KM0001163,SD0000104
IM0000080,13-05-2013 12:56:45,001A4598265,Operator Update,TEAM0027,KM0001163,SD0000104
IM0000100,13-05-2013 13:46:33,001A4597231,Update from customer,TEAM0002,KM0000611,SD0000127
IM0000105,13-05-2013 14:44:00,001A4599810,Operator Update,TEAM0003,KM0000611,SD0000134
IM0000105,13-05-2013 14:44:00,001A4599808,Reassignment,TEAM0003,KM0000611,SD0000134
IM0000105,13-05-2013 14:44:00,001A4599809,Assignment,TEAM0003,KM0000611,SD0000134
IM0000105,13-05-2013 14:57:11,001A4599112,Reassignment,TEAM0042,KM0000611,SD0000134
IM0000105,13-05-2013 14:57:11,001A4599113,Update,TEAM0042,KM0000611,SD0000134
IM0000105,13-05-2013 14:58:39,001A4599116,Assignment,TEAM0003,KM0000611,SD0000134
IM0000100,13-05-2013 15:11:44,001A4598639,Update,TEAM9999,KM0000611,SD0000127
IM0000114,13-05-2013 17:48:11,001A4599209,Update,TEAM0019,KM0001116,#N/B
IM0000109,14-05-2013 07:27:12,001A4599556,Reassignment,TEAM0001,KM0001539,SD0000139
IM0000109,14-05-2013 07:27:12,001A4599557,Status Change,TEAM0001,KM0001539,SD0000139
IM0000109,14-05-2013 07:27:12,001A4599558,Update,TEAM0001,KM0001539,SD0000139
IM0000049,14-05-2013 08:30:15,001A4603222,Operator Update,TEAM0015,KM0000592,SD0000076
IM0000049,14-05-2013 08:30:15,001A4603220,Reassignment,TEAM0015,KM0000592,SD0000076
IM0000049,14-05-2013 08:30:15,001A4603221,Assignment,TEAM0015,KM0000592,SD0000076
IM0000064,14-05-2013 08:34:25,001A4603248,Urgency Change,TEAM0002,KM0000611,SD0000090
IM0000064,14-05-2013 08:34:25,001A4603244,Reassignment,TEAM0002,KM0000611,SD0000090
IM0000064,14-05-2013 08:34:25,001A4603246,Update,TEAM0002,KM0000611,SD0000090
IM0000064,14-05-2013 08:34:25,001A4603245,Assignment,TEAM0002,KM0000611,SD0000090
IM0000064,14-05-2013 08:34:25,001A4603247,Impact Change,TEAM0002,KM0000611,SD0000090
IM0000064,14-05-2013 08:40:28,001A4603768,Assignment,TEAM0003,KM0000611,SD0000090
IM0000100,14-05-2013 08:57:05,001A4601790,Analysis/Research,TEAM0003,KM0000611,SD0000127
IM0000109,14-05-2013 10:30:58,001A4603520,Operator Update,TEAM0040,KM0001539,SD0000139
IM0000109,14-05-2013 10:37:10,001A4603532,Operator Update,TEAM0040,KM0001539,SD0000139
IM0000109,14-05-2013 10:37:57,001A4603536,Reassignment,TEAM0040,KM0001539,SD0000139
IM0000100,14-05-2013 10:41:11,001A4602034,Update,TEAM0003,KM0000611,SD0000127
IM0000100,14-05-2013 10:41:11,001A4602033,Assignment,TEAM0003,KM0000611,SD0000127
IM0000100,14-05-2013 10:41:11,001A4602032,Reassignment,TEAM0003,KM0000611,SD0000127
IM0000109,14-05-2013 10:47:05,001A4603551,Assignment,TEAM0001,KM0001539,SD0000139
IM0000100,14-05-2013 11:01:18,001A4604206,Update from customer,TEAM0002,KM0000611,SD0000127
IM0000064,14-05-2013 11:07:12,001A4606104,Operator Update,TEAM0003,KM0000611,SD0000090
IM0000049,14-05-2013 11:29:34,001A4604970,Reassignment,TEAM0014,KM0000592,SD0000076
IM0000049,14-05-2013 11:29:34,001A4604971,Update,TEAM0014,KM0000592,SD0000076
IM0000088,14-05-2013 12:11:20,001A4604450,Update from customer,TEAM0034,KM0001264,#N/B
IM0000088,14-05-2013 12:11:20,001A4604451,Description Update,TEAM0034,KM0001264,#N/B
IM0000049,14-05-2013 12:25:23,001A4606285,Assignment,TEAM0016,KM0000592,SD0000076
IM0000089,14-05-2013 12:44:56,001A4605769,Status Change,TEAM9999,KM0001346,SD0000112
IM0000089,14-05-2013 12:44:56,001A4605770,Problem Closure,TEAM9999,KM0001346,SD0000112
IM0000105,14-05-2013 15:01:25,001A4607445,Update,TEAM0003,KM0000611,SD0000134
IM0000105,14-05-2013 15:01:25,001A4607443,Reassignment,TEAM0003,KM0000611,SD0000134
IM0000105,14-05-2013 15:01:25,001A4607444,Assignment,TEAM0003,KM0000611,SD0000134
IM0000109,14-05-2013 15:21:19,001A4607479,Operator Update,TEAM0001,KM0001539,SD0000139
IM0000109,14-05-2013 15:21:19,001A4607477,Reassignment,TEAM0001,KM0001539,SD0000139
IM0000109,14-05-2013 15:21:19,001A4607478,Assignment,TEAM0001,KM0001539,SD0000139
IM0000109,14-05-2013 15:51:57,001A4608760,Analysis/Research,TEAM0007,KM0001539,SD0000139
IM0000105,14-05-2013 16:11:41,001A4606868,Status Change,TEAM0042,KM0000611,SD0000134
IM0000105,14-05-2013 16:11:41,001A4606870,Urgency Change,TEAM0042,KM0000611,SD0000134
IM0000105,14-05-2013 16:11:41,001A4606867,Assignment,TEAM0042,KM0000611,SD0000134
IM0000105,14-05-2013 16:11:41,001A4606869,Impact Change,TEAM0042,KM0000611,SD0000134
IM0000098,15-05-2013 07:13:28,001A4609801,Update,TEAM0045,KM0000711,SD0000122
IM0000049,15-05-2013 07:35:44,001A4613676,Reassignment,TEAM0016,KM0000592,SD0000076
IM0000049,15-05-2013 07:35:44,001A4613677,Assignment,TEAM0016,KM0000592,SD0000076
IM0000049,15-05-2013 07:35:44,001A4613678,Operator Update,TEAM0016,KM0000592,SD0000076
IM0000098,15-05-2013 07:37:32,001A4609855,Communication with customer,TEAM0045,KM0000711,SD0000122
IM0000098,15-05-2013 07:55:16,001A4609895,Communication with customer,TEAM0045,KM0000711,SD0000122
IM0000090,15-05-2013 09:43:09,001A4615362,Operator Update,TEAM0041,KM0000565,SD0000113
IM0000084,15-05-2013 10:19:23,001A4614805,Update,TEAM9999,KM0000401,SD0000108
IM0000117,15-05-2013 10:34:28,001A4614844,Open,TEAM9999,KM0001424,#N/B
IM0000117,15-05-2013 10:35:23,001A4617307,Open,TEAM9999,KM0001424,#N/B
IM0000105,15-05-2013 10:35:26,001A4615453,Operator Update,TEAM0042,KM0000611,SD0000134
IM0000105,15-05-2013 10:35:26,001A4615452,Assignment,TEAM0042,KM0000611,SD0000134
IM0000105,15-05-2013 10:35:26,001A4615451,Reassignment,TEAM0042,KM0000611,SD0000134
IM0000105,15-05-2013 10:39:02,001A4616520,Assignment,TEAM0003,KM0000611,SD0000134
IM0000105,15-05-2013 10:44:35,001A4616536,Assignment,TEAM0003,KM0000611,SD0000134
IM0000049,15-05-2013 10:53:00,001A4615498,Assignment,TEAM0014,KM0000592,SD0000076
IM0000117,15-05-2013 11:04:32,001A4615883,Assignment,TEAM0013,KM0001424,#N/B
IM0000049,15-05-2013 11:22:01,001A4615943,Update,TEAM0014,KM0000592,SD0000076
IM0000049,15-05-2013 11:22:01,001A4615941,Reassignment,TEAM0014,KM0000592,SD0000076
IM0000049,15-05-2013 11:22:01,001A4615942,Assignment,TEAM0014,KM0000592,SD0000076
IM0000049,15-05-2013 11:28:36,001A4615671,Assignment,TEAM0015,KM0000592,SD0000076
IM0000117,15-05-2013 11:40:36,001A4616674,Update,TEAM9999,KM0001424,#N/B
IM0000089,15-05-2013 13:12:18,001A4618395,Update,TEAM0001,KM0001346,SD0000112
IM0000089,15-05-2013 13:12:18,001A4618394,Status Change,TEAM0001,KM0001346,SD0000112
IM0000089,15-05-2013 13:12:18,001A4618393,Assignment,TEAM0001,KM0001346,SD0000112
IM0000068,16-05-2013 07:30:08,001A4621326,Communication with customer,TEAM0003,KM0000553,SD0000093
IM0000068,16-05-2013 07:55:02,001A4621388,Communication with customer,TEAM0003,KM0000553,SD0000093
IM0000117,16-05-2013 08:01:22,001A4622978,Operator Update,TEAM0013,KM0001424,#N/B
IM0000031,16-05-2013 08:14:41,001A4621461,Assignment,TEAM0005,KM0000928,SD0000055
IM0000031,16-05-2013 08:14:41,001A4621460,Reassignment,TEAM0005,KM0000928,SD0000055
IM0000031,16-05-2013 08:14:41,001A4621462,OO Response,TEAM0005,KM0000928,SD0000055
IM0000115,16-05-2013 11:32:35,001A4622026,Status Change,TEAM0003,KM0000611,SD0000145
IM0000094,16-05-2013 11:41:18,001A4624357,Open,TEAM9999,KM0001435,SD0000117
IM0000094,16-05-2013 11:41:35,001A4624358,Closed,TEAM9999,KM0001435,SD0000117
IM0000031,16-05-2013 12:02:33,001A4624720,Operator Update,TEAM0004,KM0000928,SD0000055
IM0000031,16-05-2013 12:07:31,001A4624737,Update,TEAM0004,KM0000928,SD0000055
IM0000031,16-05-2013 12:07:31,001A4624736,Reassignment,TEAM0004,KM0000928,SD0000055
IM0000080,16-05-2013 12:18:39,001A4625319,OO Response,TEAM0037,KM0001163,SD0000104
IM0000080,16-05-2013 12:18:39,001A4625318,Reassignment,TEAM0037,KM0001163,SD0000104
IM0000117,16-05-2013 13:46:29,001A4625477,Operator Update,TEAM0013,KM0001424,#N/B
IM0000080,16-05-2013 14:08:25,001A4627872,Status Change,TEAM0027,KM0001163,SD0000104
IM0000080,16-05-2013 14:08:25,001A4627873,Operator Update,TEAM0027,KM0001163,SD0000104
IM0000080,16-05-2013 14:08:25,001A4627871,Assignment,TEAM0027,KM0001163,SD0000104
IM0000080,16-05-2013 15:34:37,001A4628053,Assignment,TEAM0027,KM0001163,SD0000104
IM0000080,16-05-2013 15:34:37,001A4628054,Operator Update,TEAM0027,KM0001163,SD0000104
IM0000080,16-05-2013 15:34:37,001A4628052,Reassignment,TEAM0027,KM0001163,SD0000104
IM0000080,16-05-2013 15:36:11,001A4628055,Assignment,TEAM0015,KM0001163,SD0000104
IM0000109,16-05-2013 16:09:56,001A4625580,Operator Update,TEAM0007,KM0001539,SD0000139
IM0000117,16-05-2013 17:29:12,001A4626607,Operator Update,TEAM9999,KM0001424,#N/B
IM0000117,16-05-2013 17:29:12,001A4626606,Assignment,TEAM9999,KM0001424,#N/B
IM0000117,16-05-2013 17:32:19,001A4627618,Open,TEAM9999,KM0001424,#N/B
IM0000117,17-05-2013 05:12:58,001A4628134,Assignment,TEAM9999,KM0001424,#N/B
IM0000105,17-05-2013 06:50:59,001A4628260,Assignment,TEAM0003,KM0000611,SD0000134
IM0000105,17-05-2013 06:51:00,001A4628261,Operator Update,TEAM0003,KM0000611,SD0000134
IM0000112,17-05-2013 07:08:32,001A4628316,Reopen,TEAM0008,KM0001723,#N/B
IM0000112,17-05-2013 07:08:32,001A4628317,Operator Update,TEAM0008,KM0001723,#N/B
IM0000112,17-05-2013 07:08:32,001A4628315,Assignment,TEAM0008,KM0001723,#N/B
IM0000112,17-05-2013 07:11:28,001A4629005,Closed,TEAM9999,KM0001723,#N/B
IM0000105,17-05-2013 07:34:36,001A4628401,Update,TEAM0003,KM0000611,SD0000134
IM0000105,17-05-2013 07:34:36,001A4628400,Assignment,TEAM0003,KM0000611,SD0000134
IM0000112,17-05-2013 07:37:34,001A4628408,Assignment,TEAM0007,KM0001723,#N/B
IM0000117,17-05-2013 08:26:20,001A4630194,Assignment,TEAM0013,KM0001424,#N/B
IM0000105,17-05-2013 08:37:53,001A4631032,Analysis/Research,TEAM0003,KM0000611,SD0000134
IM0000114,17-05-2013 08:41:38,001A4631732,Reassignment,TEAM0019,KM0001116,#N/B
IM0000114,17-05-2013 08:41:38,001A4631733,Assignment,TEAM0019,KM0001116,#N/B
IM0000114,17-05-2013 08:41:39,001A4631734,Update,TEAM0019,KM0001116,#N/B
IM0000117,17-05-2013 08:44:12,001A4631053,Assignment,TEAM9999,KM0001424,#N/B
IM0000114,17-05-2013 08:45:51,001A4631746,Update,TEAM0018,KM0001116,#N/B
IM0000114,17-05-2013 08:45:51,001A4631745,Reassignment,TEAM0018,KM0001116,#N/B
IM0000068,17-05-2013 09:05:12,001A4629881,Operator Update,TEAM0003,KM0000553,SD0000093
IM0000117,17-05-2013 09:08:32,001A4630268,Operator Update,TEAM0013,KM0001424,#N/B
IM0000117,17-05-2013 09:08:32,001A4630267,Assignment,TEAM0013,KM0001424,#N/B
IM0000112,17-05-2013 09:14:04,001A4631121,Status Change,TEAM0007,KM0001723,#N/B
IM0000112,17-05-2013 09:14:04,001A4631122,Operator Update,TEAM0007,KM0001723,#N/B
IM0000117,17-05-2013 10:09:06,001A4630332,Operator Update,TEAM0013,KM0001424,#N/B
IM0000112,17-05-2013 10:15:38,001A4631255,Operator Update,TEAM0007,KM0001723,#N/B
IM0000117,17-05-2013 11:15:26,001A4631390,Update,TEAM9999,KM0001424,#N/B
IM0000112,17-05-2013 11:16:28,001A4631400,Operator Update,TEAM0007,KM0001723,#N/B
IM0000112,17-05-2013 11:16:28,001A4631399,Status Change,TEAM0007,KM0001723,#N/B
IM0000112,17-05-2013 11:16:28,001A4631398,Assignment,TEAM0007,KM0001723,#N/B
IM0000117,17-05-2013 11:39:59,001A4630490,Operator Update,TEAM0013,KM0001424,#N/B
IM0000114,17-05-2013 13:00:33,001A4632312,Assignment,TEAM0019,KM0001116,#N/B
IM0000111,17-05-2013 14:33:15,001A4633960,Operator Update,TEAM0004,KM0000611,SD0000141
IM0000112,17-05-2013 14:56:45,001A4634000,Status Change,TEAM0007,KM0001723,#N/B
IM0000117,21-05-2013 07:38:23,001A4639842,Operator Update,TEAM0013,KM0001424,#N/B
IM0000117,21-05-2013 08:21:06,001A4639979,Operator Update,TEAM0013,KM0001424,#N/B
IM0000049,21-05-2013 11:15:36,001A4643311,Update,TEAM0014,KM0000592,SD0000076
IM0000120,21-05-2013 22:42:47,001A4645267,Open,TEAM0056,KM0001274,SD0000149
IM0000120,21-05-2013 22:43:20,001A4647258,Affected CI Change,TEAM9999,KM0001274,SD0000149
IM0000120,21-05-2013 22:43:22,001A4647259,Service Change,TEAM9999,KM0001274,SD0000149
IM0000120,22-05-2013 05:45:05,001A4647797,Assignment,TEAM0003,KM0001274,SD0000149
IM0000120,22-05-2013 05:45:05,001A4647798,Status Change,TEAM0003,KM0001274,SD0000149
IM0000120,22-05-2013 05:45:05,001A4647799,Description Update,TEAM0003,KM0001274,SD0000149
IM0000120,22-05-2013 07:21:01,001A4645987,Update,TEAM0003,KM0001274,SD0000149
IM0000120,22-05-2013 07:21:01,001A4645986,Status Change,TEAM0003,KM0001274,SD0000149
IM0000120,22-05-2013 07:21:01,001A4645984,Reassignment,TEAM0003,KM0001274,SD0000149
IM0000120,22-05-2013 07:21:01,001A4645985,Assignment,TEAM0003,KM0001274,SD0000149
IM0000073,22-05-2013 07:32:52,001A4648093,Operator Update,TEAM0027,KM0001124,SD0000099
IM0000078,22-05-2013 07:51:17,001A4649359,Operator Update,TEAM0015,KM0001572,SD0000103
IM0000088,22-05-2013 07:55:27,001A4649366,Operator Update,TEAM0015,KM0001264,#N/B
IM0000080,22-05-2013 07:57:14,001A4649373,Operator Update,TEAM0015,KM0001163,SD0000104
IM0000080,22-05-2013 07:57:14,001A4649372,Status Change,TEAM0015,KM0001163,SD0000104
IM0000121,22-05-2013 08:09:13,001A4649416,Open,TEAM0002,KM0000611,SD0000150
IM0000121,22-05-2013 08:38:55,001A4650251,Status Change,TEAM0003,KM0000611,SD0000150
IM0000121,22-05-2013 08:39:20,001A4650252,Assignment,TEAM0003,KM0000611,SD0000150
IM0000092,22-05-2013 08:59:42,001A4650304,Update,TEAM0016,KM0000592,SD0000115
IM0000120,22-05-2013 09:00:30,001A4649534,Update from customer,TEAM0056,KM0001274,SD0000149
IM0000049,22-05-2013 09:01:20,001A4650305,Reassignment,TEAM0015,KM0000592,SD0000076
IM0000049,22-05-2013 09:01:20,001A4650307,Update,TEAM0015,KM0000592,SD0000076
IM0000049,22-05-2013 09:01:20,001A4650306,Assignment,TEAM0015,KM0000592,SD0000076
IM0000120,22-05-2013 09:02:05,001A4649542,Reassignment,TEAM0056,KM0001274,SD0000149
IM0000120,22-05-2013 09:02:05,001A4649543,Assignment,TEAM0056,KM0001274,SD0000149
IM0000092,22-05-2013 09:07:29,001A4650321,Update,TEAM0016,KM0000592,SD0000115
IM0000122,22-05-2013 09:21:47,001A4649597,Open,TEAM9999,KM0000979,#N/B
IM0000120,22-05-2013 09:24:10,001A4650390,Caused By CI,TEAM0003,KM0001274,SD0000149
IM0000120,22-05-2013 09:24:10,001A4650389,Closed,TEAM0003,KM0001274,SD0000149
IM0000122,22-05-2013 09:54:40,001A4648459,Operator Update,TEAM0057,KM0000979,#N/B
IM0000122,22-05-2013 09:54:40,001A4648458,Status Change,TEAM0057,KM0000979,#N/B
IM0000122,22-05-2013 09:54:40,001A4648457,Assignment,TEAM0057,KM0000979,#N/B
IM0000123,22-05-2013 10:01:06,001A4649723,Open,TEAM0002,KM0000611,SD0000151
IM0000080,22-05-2013 10:02:37,001A4651277,Operator Update,TEAM0015,KM0001163,SD0000104
IM0000055,22-05-2013 11:06:03,001A4650693,Reassignment,TEAM0005,KM0000611,SD0000081
IM0000055,22-05-2013 11:06:03,001A4650694,Assignment,TEAM0005,KM0000611,SD0000081
IM0000049,22-05-2013 11:58:53,001A4651980,Assignment,TEAM0014,KM0000592,SD0000076
IM0000124,22-05-2013 12:15:22,001A4653273,Open,TEAM0002,KM0000611,SD0000153
IM0000124,22-05-2013 12:17:45,001A4653278,Update from customer,TEAM0002,KM0000611,SD0000153
IM0000123,22-05-2013 12:36:02,001A4652541,Assignment,TEAM0003,KM0000611,SD0000151
IM0000123,22-05-2013 12:36:02,001A4652542,Status Change,TEAM0003,KM0000611,SD0000151
IM0000124,22-05-2013 12:46:05,001A4652584,Assignment,TEAM0003,KM0000611,SD0000153
IM0000124,22-05-2013 12:46:05,001A4652585,Status Change,TEAM0003,KM0000611,SD0000153
IM0000124,22-05-2013 12:55:32,001A4652612,Update from customer,TEAM0003,KM0000611,SD0000153
IM0000124,22-05-2013 12:55:32,001A4652611,Assignment,TEAM0003,KM0000611,SD0000153
IM0000089,22-05-2013 13:13:07,001A4652668,Operator Update,TEAM0040,KM0001346,SD0000112
IM0000120,22-05-2013 13:27:12,001A4652227,Reopen,TEAM0008,KM0001274,SD0000149
IM0000120,22-05-2013 13:46:27,001A4652272,Communication with customer,TEAM0003,KM0001274,SD0000149
IM0000124,22-05-2013 14:01:45,001A4652306,Update from customer,TEAM0002,KM0000611,SD0000153
IM0000055,22-05-2013 14:47:58,001A4653620,Reassignment,TEAM0005,KM0000611,SD0000081
IM0000055,22-05-2013 14:47:58,001A4653621,OO Response,TEAM0005,KM0000611,SD0000081
IM0000055,22-05-2013 14:51:15,001A4652423,Assignment,TEAM0004,KM0000611,SD0000081
IM0000055,22-05-2013 14:51:15,001A4652422,Reassignment,TEAM0004,KM0000611,SD0000081
IM0000112,22-05-2013 17:43:38,001A4653014,Assignment,TEAM0007,KM0001723,#N/B
IM0000112,22-05-2013 17:43:38,001A4653015,Status Change,TEAM0007,KM0001723,#N/B
IM0000112,22-05-2013 17:43:38,001A4653016,Operator Update,TEAM0007,KM0001723,#N/B
IM0000112,23-05-2013 06:46:36,001A4653880,Assignment,TEAM0007,KM0001723,#N/B
IM0000112,23-05-2013 06:46:36,001A4653881,Operator Update,TEAM0007,KM0001723,#N/B
IM0000117,23-05-2013 07:54:11,001A4658096,Operator Update,TEAM0013,KM0001424,#N/B
IM0000117,23-05-2013 07:59:06,001A4658115,Reassignment,TEAM0013,KM0001424,#N/B
IM0000117,23-05-2013 07:59:06,001A4658118,Description Update,TEAM0013,KM0001424,#N/B
IM0000117,23-05-2013 07:59:06,001A4658116,Assignment,TEAM0013,KM0001424,#N/B
IM0000117,23-05-2013 07:59:06,001A4658117,Update,TEAM0013,KM0001424,#N/B
IM0000057,23-05-2013 08:02:08,001A4657366,Update,TEAM0007,KM0000791,SD0000084
IM0000117,23-05-2013 08:12:30,001A4657396,Assignment,TEAM0042,KM0001424,#N/B
IM0000117,23-05-2013 08:12:31,001A4657397,Status Change,TEAM0042,KM0001424,#N/B
